,B,I,,,,
,-28.82784,16.91628,,,,
,-28.80342,16.9582,,,,
,-28.779,17.03499,,,,
,-28.75458,17.08541,,,,
,-28.73016,17.13795,,,,
,-28.70574,17.24302,,,,
,-28.68132,17.38377,,,,
,-28.6569,17.47196,,,,
,-28.63248,17.51061,,,,
,-28.60806,17.58475,,,,
,-28.58364,17.67984,,,,
,-28.55922,17.77462,,,,
,-28.5348,17.82557,,,,
,-28.51038,17.84261,,,,
,-28.48596,17.83292,,,,
,-28.46154,17.81125,,,,
,-28.43712,17.8213,,,,
,-28.4127,17.87143,,,,
,-28.38828,17.97855,,,,
,-28.36386,18.11633,,,,
,-28.33944,18.22945,,,,
,-28.31502,18.34427,,,,
,-28.2906,18.45625,,,,
,-28.26618,18.55062,,,,
,-28.24176,18.61117,,,,
,-28.21734,18.58737,,,,
,-28.19292,18.61055,,,,
,-28.1685,18.6409,,,,
,-28.14408,18.63909,,,,
,-28.11966,18.67018,,,,
,-28.09524,18.72065,,,,
,-28.07082,18.73998,,,,
,-28.0464,18.70239,,,,
,-28.02198,18.63922,,,,
,-27.99756,18.56836,,,,
,-27.97314,18.43186,,,,
,-27.94872,18.24004,,,,
,-27.9243,18.03941,,,,
,-27.89988,17.85065,,,,
,-27.87546,17.69933,,,,
,-27.85104,17.53216,,,,
,-27.82662,17.38412,,,,
,-27.8022,17.27933,,,,
,-27.77778,17.26152,,,,
,-27.75336,17.26692,,,,
,-27.72894,17.23273,,,,
,-27.70452,17.16682,,,,
,-27.6801,17.1278,,,,
,-27.65568,17.115,,,,
,-27.63126,17.07266,,,,
,-27.60684,16.98391,,,,
,-27.58242,16.8871,,,,
,-27.558,16.79419,,,,
,-27.53358,16.70627,,,,
,-27.50916,16.66612,,,,
,-27.48474,16.61622,,,,
,-27.46032,16.51999,,,,
,-27.4359,16.39356,,,,
,-27.41148,16.24579,,,,
,-27.38706,16.13986,,,,
,-27.36264,16.10243,,,,
,-27.33822,16.13085,,,,
,-27.3138,16.25685,,,,
,-27.28938,16.44097,,,,
,-27.26496,16.59265,,,,
,-27.24054,16.70493,,,,
,-27.21612,16.71593,,,,
,-27.1917,16.67096,,,,
,-27.16728,16.57087,,,,
,-27.14286,16.43169,,,,
,-27.11844,16.33353,,,,
,-27.09402,16.27083,,,,
,-27.0696,16.24295,,,,
,-27.04518,16.28036,,,,
,-27.02076,16.31711,,,,
,-26.99634,16.36232,,,,
,-26.97192,16.42587,,,,
,-26.9475,16.53139,,,,
,-26.92308,16.6734,,,,
,-26.89866,16.8325,,,,
,-26.87424,17.01475,,,,
,-26.84982,17.19851,,,,
,-26.8254,17.39303,,,,
,-26.80098,17.68445,,,,
,-26.77656,18.05078,,,,
,-26.75214,18.33904,,,,
,-26.72772,18.58482,,,,
,-26.7033,18.83259,,,,
,-26.67888,19.09741,,,,
,-26.65446,19.36074,,,,
,-26.63004,19.59345,,,,
,-26.60562,19.794,,,,
,-26.5812,20.02693,,,,
,-26.55678,20.28491,,,,
,-26.53236,20.57872,,,,
,-26.50794,20.87869,,,,
,-26.48352,21.17424,,,,
,-26.4591,21.45677,,,,
,-26.43468,21.69174,,,,
,-26.41026,21.86647,,,,
,-26.38584,22.00377,,,,
,-26.36142,22.09566,,,,
,-26.337,22.11422,,,,
,-26.31258,22.10316,,,,
,-26.28816,22.11131,,,,
,-26.26374,22.09747,,,,
,-26.23932,22.02432,,,,
,-26.2149,21.91861,,,,
,-26.19048,21.78755,,,,
,-26.16606,21.67667,,,,
,-26.14164,21.59394,,,,
,-26.11722,21.57361,,,,
,-26.0928,21.53633,,,,
,-26.06838,21.46656,,,,
,-26.04396,21.36242,,,,
,-26.01954,21.2267,,,,
,-25.99512,21.06773,,,,
,-25.9707,20.85418,,,,
,-25.94628,20.63117,,,,
,-25.92186,20.41321,,,,
,-25.89744,20.20413,,,,
,-25.87302,20.04564,,,,
,-25.8486,19.89439,,,,
,-25.82418,19.71746,,,,
,-25.79976,19.48829,,,,
,-25.77534,19.26035,,,,
,-25.75092,19.06115,,,,
,-25.7265,18.88789,,,,
,-25.70208,18.74184,,,,
,-25.67766,18.622,,,,
,-25.65324,18.52204,,,,
,-25.62882,18.41128,,,,
,-25.6044,18.27238,,,,
,-25.57998,18.17595,,,,
,-25.55556,18.05182,,,,
,-25.53114,17.9274,,,,
,-25.50672,17.81659,,,,
,-25.4823,17.73899,,,,
,-25.45788,17.71878,,,,
,-25.43346,17.77564,,,,
,-25.40904,17.89941,,,,
,-25.38462,18.07121,,,,
,-25.3602,18.28873,,,,
,-25.33578,18.53855,,,,
,-25.31136,18.82349,,,,
,-25.28694,19.12851,,,,
,-25.26252,19.39932,,,,
,-25.2381,19.63404,,,,
,-25.21368,19.93772,,,,
,-25.18926,20.26366,,,,
,-25.16484,20.60093,,,,
,-25.14042,20.94401,,,,
,-25.116,21.32089,,,,
,-25.09158,21.7099,,,,
,-25.06716,22.06568,,,,
,-25.04274,22.38688,,,,
,-25.01832,22.6887,,,,
,-24.99389,22.98,,,,
,-24.96947,23.25023,,,,
,-24.94505,23.53766,,,,
,-24.92063,23.82809,,,,
,-24.89621,24.10767,,,,
,-24.87179,24.37561,,,,
,-24.84737,24.64924,,,,
,-24.82295,24.94864,,,,
,-24.79853,25.24308,,,,
,-24.77411,25.53172,,,,
,-24.74969,25.91065,,,,
,-24.72527,26.28675,,,,
,-24.70085,26.59474,,,,
,-24.67643,26.86968,,,,
,-24.65201,27.10668,,,,
,-24.62759,27.28657,,,,
,-24.60317,27.39459,,,,
,-24.57875,27.48994,,,,
,-24.55433,27.56865,,,,
,-24.52991,27.67875,,,,
,-24.50549,27.85802,,,,
,-24.48107,27.99222,,,,
,-24.45665,28.06936,,,,
,-24.43223,28.07962,,,,
,-24.40781,28.05416,,,,
,-24.38339,28.03667,,,,
,-24.35897,28.01219,,,,
,-24.33455,27.93468,,,,
,-24.31013,27.84852,,,,
,-24.28571,27.70428,,,,
,-24.26129,27.57226,,,,
,-24.23687,27.4624,,,,
,-24.21245,27.26575,,,,
,-24.18803,26.9868,,,,
,-24.16361,26.70369,,,,
,-24.13919,26.46114,,,,
,-24.11477,26.20441,,,,
,-24.09035,25.99596,,,,
,-24.06593,25.91679,,,,
,-24.04151,25.89371,,,,
,-24.01709,25.90655,,,,
,-23.99267,25.95359,,,,
,-23.96825,25.97702,,,,
,-23.94383,25.95961,,,,
,-23.91941,25.94194,,,,
,-23.89499,25.97312,,,,
,-23.87057,26.05951,,,,
,-23.84615,26.1577,,,,
,-23.82173,26.25088,,,,
,-23.79731,26.3349,,,,
,-23.77289,26.3481,,,,
,-23.74847,26.32388,,,,
,-23.72405,26.29682,,,,
,-23.69963,26.31178,,,,
,-23.67521,26.31037,,,,
,-23.65079,26.34623,,,,
,-23.62637,26.38517,,,,
,-23.60195,26.36343,,,,
,-23.57753,26.2646,,,,
,-23.55311,26.13051,,,,
,-23.52869,25.94595,,,,
,-23.50427,25.75846,,,,
,-23.47985,25.59026,,,,
,-23.45543,25.40112,,,,
,-23.43101,25.16403,,,,
,-23.40659,24.93148,,,,
,-23.38217,24.74337,,,,
,-23.35775,24.59307,,,,
,-23.33333,24.50229,,,,
,-23.30891,24.40272,,,,
,-23.28449,24.27672,,,,
,-23.26007,24.18007,,,,
,-23.23565,24.0904,,,,
,-23.21123,23.97823,,,,
,-23.18681,23.8985,,,,
,-23.16239,23.88609,,,,
,-23.13797,23.91691,,,,
,-23.11355,23.92431,,,,
,-23.08913,23.88043,,,,
,-23.06471,23.78977,,,,
,-23.04029,23.71895,,,,
,-23.01587,23.65474,,,,
,-22.99145,23.52382,,,,
,-22.96703,23.40945,,,,
,-22.94261,23.35394,,,,
,-22.91819,23.35621,,,,
,-22.89377,23.3397,,,,
,-22.86935,23.28502,,,,
,-22.84493,23.20624,,,,
,-22.82051,23.12369,,,,
,-22.79609,23.09085,,,,
,-22.77167,23.15739,,,,
,-22.74725,23.2798,,,,
,-22.72283,23.44996,,,,
,-22.69841,23.6498,,,,
,-22.67399,23.87164,,,,
,-22.64957,24.10834,,,,
,-22.62515,24.35697,,,,
,-22.60073,24.62035,,,,
,-22.57631,24.85656,,,,
,-22.55189,25.05419,,,,
,-22.52747,25.16611,,,,
,-22.50305,25.20536,,,,
,-22.47863,25.21799,,,,
,-22.45421,25.19637,,,,
,-22.42979,25.16615,,,,
,-22.40537,25.16891,,,,
,-22.38095,25.17322,,,,
,-22.35653,25.17215,,,,
,-22.33211,25.16239,,,,
,-22.30769,25.1165,,,,
,-22.28327,25.01085,,,,
,-22.25885,24.90087,,,,
,-22.23443,24.75448,,,,
,-22.21001,24.58982,,,,
,-22.18559,24.48006,,,,
,-22.16117,24.40188,,,,
,-22.13675,24.34146,,,,
,-22.11233,24.2737,,,,
,-22.08791,24.1411,,,,
,-22.06349,24.00825,,,,
,-22.03907,23.9138,,,,
,-22.01465,23.83964,,,,
,-21.99023,23.79336,,,,
,-21.96581,23.82907,,,,
,-21.94139,23.90672,,,,
,-21.91697,24.04648,,,,
,-21.89255,24.19454,,,,
,-21.86813,24.29164,,,,
,-21.84371,24.35904,,,,
,-21.81929,24.36412,,,,
,-21.79487,24.36364,,,,
,-21.77045,24.38293,,,,
,-21.74603,24.44524,,,,
,-21.72161,24.59489,,,,
,-21.69719,24.77879,,,,
,-21.67277,24.98767,,,,
,-21.64835,25.24972,,,,
,-21.62393,25.54656,,,,
,-21.59951,25.79137,,,,
,-21.57509,26.01925,,,,
,-21.55067,26.27649,,,,
,-21.52625,26.54144,,,,
,-21.50183,26.77341,,,,
,-21.47741,26.99228,,,,
,-21.45299,27.22347,,,,
,-21.42857,27.41428,,,,
,-21.40415,27.59682,,,,
,-21.37973,27.77098,,,,
,-21.35531,27.92355,,,,
,-21.33089,28.01904,,,,
,-21.30647,27.98552,,,,
,-21.28205,27.92323,,,,
,-21.25763,27.89092,,,,
,-21.23321,27.90087,,,,
,-21.20879,27.98357,,,,
,-21.18437,28.10293,,,,
,-21.15995,28.27258,,,,
,-21.13553,28.47823,,,,
,-21.11111,28.6753,,,,
,-21.08669,28.82403,,,,
,-21.06227,28.93145,,,,
,-21.03785,28.98964,,,,
,-21.01343,29.02836,,,,
,-20.98901,29.01202,,,,
,-20.96459,28.97836,,,,
,-20.94017,28.97067,,,,
,-20.91575,28.96983,,,,
,-20.89133,28.9767,,,,
,-20.86691,28.97814,,,,
,-20.84249,29.01306,,,,
,-20.81807,29.08916,,,,
,-20.79365,29.19487,,,,
,-20.76923,29.30106,,,,
,-20.74481,29.41461,,,,
,-20.72039,29.54355,,,,
,-20.69597,29.7196,,,,
,-20.67155,29.8951,,,,
,-20.64713,30.09455,,,,
,-20.62271,30.30622,,,,
,-20.59829,30.47009,,,,
,-20.57387,30.63953,,,,
,-20.54945,30.77811,,,,
,-20.52503,30.87189,,,,
,-20.50061,30.94937,,,,
,-20.47619,30.99483,,,,
,-20.45177,31.01685,,,,
,-20.42735,31.06019,,,,
,-20.40293,31.14028,,,,
,-20.37851,31.20326,,,,
,-20.35409,31.26843,,,,
,-20.32967,31.35069,,,,
,-20.30525,31.39311,,,,
,-20.28083,31.32798,,,,
,-20.25641,31.19697,,,,
,-20.23199,31.06626,,,,
,-20.20757,30.97451,,,,
,-20.18315,30.92044,,,,
,-20.15873,30.84727,,,,
,-20.13431,30.78342,,,,
,-20.10989,30.72957,,,,
,-20.08547,30.71629,,,,
,-20.06105,30.73086,,,,
,-20.03663,30.74189,,,,
,-20.01221,30.76543,,,,
,-19.98779,30.80772,,,,
,-19.96337,30.84683,,,,
,-19.93895,30.84148,,,,
,-19.91453,30.81047,,,,
,-19.89011,30.76122,,,,
,-19.86569,30.73907,,,,
,-19.84127,30.7049,,,,
,-19.81685,30.65212,,,,
,-19.79243,30.57708,,,,
,-19.76801,30.58669,,,,
,-19.74359,30.67096,,,,
,-19.71917,30.78352,,,,
,-19.69475,30.93078,,,,
,-19.67033,31.08079,,,,
,-19.64591,31.23536,,,,
,-19.62149,31.3766,,,,
,-19.59707,31.46949,,,,
,-19.57265,31.49968,,,,
,-19.54823,31.45087,,,,
,-19.52381,31.36117,,,,
,-19.49939,31.24024,,,,
,-19.47497,31.12531,,,,
,-19.45055,31.03707,,,,
,-19.42613,30.92943,,,,
,-19.40171,30.78895,,,,
,-19.37729,30.63708,,,,
,-19.35287,30.49412,,,,
,-19.32845,30.38289,,,,
,-19.30403,30.30238,,,,
,-19.27961,30.19427,,,,
,-19.25519,30.08704,,,,
,-19.23077,30.01016,,,,
,-19.20635,29.98598,,,,
,-19.18193,30.03316,,,,
,-19.15751,30.09459,,,,
,-19.13309,30.11206,,,,
,-19.10867,30.10243,,,,
,-19.08425,30.15671,,,,
,-19.05983,30.24414,,,,
,-19.03541,30.32409,,,,
,-19.01099,30.42927,,,,
,-18.98657,30.57644,,,,
,-18.96215,30.74727,,,,
,-18.93773,30.86455,,,,
,-18.91331,30.94249,,,,
,-18.88889,31.02198,,,,
,-18.86447,31.07486,,,,
,-18.84005,31.1355,,,,
,-18.81563,31.1655,,,,
,-18.79121,31.18963,,,,
,-18.76679,31.18616,,,,
,-18.74237,31.19568,,,,
,-18.71795,31.26708,,,,
,-18.69353,31.42204,,,,
,-18.66911,31.63152,,,,
,-18.64469,31.87341,,,,
,-18.62027,32.13946,,,,
,-18.59585,32.43054,,,,
,-18.57143,32.70557,,,,
,-18.54701,32.98388,,,,
,-18.52259,33.25278,,,,
,-18.49817,33.56949,,,,
,-18.47375,33.86968,,,,
,-18.44933,34.05612,,,,
,-18.42491,34.15668,,,,
,-18.40049,34.22841,,,,
,-18.37607,34.27231,,,,
,-18.35165,34.33199,,,,
,-18.32723,34.3801,,,,
,-18.30281,34.37056,,,,
,-18.27839,34.36978,,,,
,-18.25397,34.36525,,,,
,-18.22955,34.31879,,,,
,-18.20513,34.25325,,,,
,-18.18071,34.11856,,,,
,-18.15629,33.90282,,,,
,-18.13187,33.61499,,,,
,-18.10745,33.2496,,,,
,-18.08303,32.86278,,,,
,-18.05861,32.49711,,,,
,-18.03419,32.14267,,,,
,-18.00977,31.82639,,,,
,-17.98535,31.49449,,,,
,-17.96093,31.13152,,,,
,-17.93651,30.77519,,,,
,-17.91209,30.50074,,,,
,-17.88767,30.29618,,,,
,-17.86325,30.11433,,,,
,-17.83883,29.94394,,,,
,-17.81441,29.74929,,,,
,-17.78999,29.52371,,,,
,-17.76557,29.29996,,,,
,-17.74115,29.10657,,,,
,-17.71673,28.92184,,,,
,-17.69231,28.73753,,,,
,-17.66789,28.56149,,,,
,-17.64347,28.3983,,,,
,-17.61905,28.25581,,,,
,-17.59463,28.15295,,,,
,-17.57021,28.07315,,,,
,-17.54579,28.02692,,,,
,-17.52137,28.0355,,,,
,-17.49695,28.08738,,,,
,-17.47253,28.15294,,,,
,-17.44811,28.24742,,,,
,-17.42369,28.4244,,,,
,-17.39927,28.5849,,,,
,-17.37485,28.72956,,,,
,-17.35043,28.909,,,,
,-17.32601,29.08906,,,,
,-17.30159,29.20768,,,,
,-17.27717,29.29063,,,,
,-17.25275,29.41004,,,,
,-17.22833,29.55281,,,,
,-17.20391,29.71127,,,,
,-17.17949,29.90486,,,,
,-17.15507,30.10051,,,,
,-17.13065,30.30021,,,,
,-17.10623,30.49311,,,,
,-17.08181,30.71163,,,,
,-17.05739,30.94855,,,,
,-17.03297,31.11586,,,,
,-17.00855,31.20985,,,,
,-16.98413,31.28916,,,,
,-16.95971,31.35834,,,,
,-16.93529,31.43145,,,,
,-16.91087,31.52834,,,,
,-16.88645,31.68637,,,,
,-16.86203,31.88088,,,,
,-16.83761,32.14356,,,,
,-16.81319,32.38396,,,,
,-16.78877,32.56748,,,,
,-16.76435,32.72236,,,,
,-16.73993,32.85996,,,,
,-16.71551,32.97747,,,,
,-16.69109,33.0965,,,,
,-16.66667,33.22055,,,,
,-16.64225,33.298,,,,
,-16.61783,33.35114,,,,
,-16.59341,33.39736,,,,
,-16.56899,33.43964,,,,
,-16.54457,33.4348,,,,
,-16.52015,33.42189,,,,
,-16.49573,33.4636,,,,
,-16.47131,33.56033,,,,
,-16.44689,33.65801,,,,
,-16.42247,33.70689,,,,
,-16.39805,33.72902,,,,
,-16.37363,33.74437,,,,
,-16.34921,33.82587,,,,
,-16.32479,33.99836,,,,
,-16.30037,34.21721,,,,
,-16.27595,34.39667,,,,
,-16.25153,34.51035,,,,
,-16.22711,34.5704,,,,
,-16.20269,34.61843,,,,
,-16.17827,34.64596,,,,
,-16.15385,34.65837,,,,
,-16.12943,34.70587,,,,
,-16.10501,34.72477,,,,
,-16.08059,34.73146,,,,
,-16.05617,34.79957,,,,
,-16.03175,34.94833,,,,
,-16.00733,35.10496,,,,
,-15.98291,35.29006,,,,
,-15.95849,35.50102,,,,
,-15.93407,35.72394,,,,
,-15.90965,35.89821,,,,
,-15.88523,36.02475,,,,
,-15.86081,36.17014,,,,
,-15.83639,36.31054,,,,
,-15.81197,36.41634,,,,
,-15.78755,36.5555,,,,
,-15.76313,36.71378,,,,
,-15.73871,36.88263,,,,
,-15.71429,37.13505,,,,
,-15.68987,37.44495,,,,
,-15.66545,37.81209,,,,
,-15.64103,38.22796,,,,
,-15.61661,38.65109,,,,
,-15.59219,39.06705,,,,
,-15.56777,39.51381,,,,
,-15.54335,39.93665,,,,
,-15.51893,40.29667,,,,
,-15.49451,40.65048,,,,
,-15.47009,40.99657,,,,
,-15.44567,41.31903,,,,
,-15.42125,41.58681,,,,
,-15.39683,41.76668,,,,
,-15.37241,41.91451,,,,
,-15.34799,42.06771,,,,
,-15.32357,42.20496,,,,
,-15.29915,42.27345,,,,
,-15.27473,42.30577,,,,
,-15.25031,42.35876,,,,
,-15.22589,42.4563,,,,
,-15.20147,42.55381,,,,
,-15.17705,42.61272,,,,
,-15.15263,42.64824,,,,
,-15.12821,42.74913,,,,
,-15.10379,42.92025,,,,
,-15.07937,43.07984,,,,
,-15.05495,43.20738,,,,
,-15.03053,43.36334,,,,
,-15.00611,43.52307,,,,
,-14.98168,43.67353,,,,
,-14.95726,43.80781,,,,
,-14.93284,43.88276,,,,
,-14.90842,43.87478,,,,
,-14.884,43.81568,,,,
,-14.85958,43.70346,,,,
,-14.83516,43.58395,,,,
,-14.81074,43.50703,,,,
,-14.78632,43.45339,,,,
,-14.7619,43.36347,,,,
,-14.73748,43.22407,,,,
,-14.71306,43.04706,,,,
,-14.68864,42.79613,,,,
,-14.66422,42.54101,,,,
,-14.6398,42.3288,,,,
,-14.61538,42.11828,,,,
,-14.59096,41.93544,,,,
,-14.56654,41.82456,,,,
,-14.54212,41.78082,,,,
,-14.5177,41.7613,,,,
,-14.49328,41.76077,,,,
,-14.46886,41.78224,,,,
,-14.44444,41.75884,,,,
,-14.42002,41.72733,,,,
,-14.3956,41.68674,,,,
,-14.37118,41.66368,,,,
,-14.34676,41.68329,,,,
,-14.32234,41.77474,,,,
,-14.29792,41.97075,,,,
,-14.2735,42.23087,,,,
,-14.24908,42.51229,,,,
,-14.22466,42.81177,,,,
,-14.20024,43.12903,,,,
,-14.17582,43.47016,,,,
,-14.1514,43.8275,,,,
,-14.12698,44.18564,,,,
,-14.10256,44.53267,,,,
,-14.07814,44.85196,,,,
,-14.05372,45.13917,,,,
,-14.0293,45.45015,,,,
,-14.00488,45.73838,,,,
,-13.98046,45.98254,,,,
,-13.95604,46.23058,,,,
,-13.93162,46.53164,,,,
,-13.9072,46.86183,,,,
,-13.88278,47.13132,,,,
,-13.85836,47.39162,,,,
,-13.83394,47.66893,,,,
,-13.80952,47.91441,,,,
,-13.7851,48.13334,,,,
,-13.76068,48.33046,,,,
,-13.73626,48.45558,,,,
,-13.71184,48.50845,,,,
,-13.68742,48.60286,,,,
,-13.663,48.75304,,,,
,-13.63858,48.91294,,,,
,-13.61416,49.08063,,,,
,-13.58974,49.23876,,,,
,-13.56532,49.37353,,,,
,-13.5409,49.49781,,,,
,-13.51648,49.58516,,,,
,-13.49206,49.61711,,,,
,-13.46764,49.71763,,,,
,-13.44322,49.79849,,,,
,-13.4188,49.82122,,,,
,-13.39438,49.78073,,,,
,-13.36996,49.64756,,,,
,-13.34554,49.46463,,,,
,-13.32112,49.2738,,,,
,-13.2967,49.04934,,,,
,-13.27228,48.80493,,,,
,-13.24786,48.51622,,,,
,-13.22344,48.21674,,,,
,-13.19902,47.95887,,,,
,-13.1746,47.71335,,,,
,-13.15018,47.51869,,,,
,-13.12576,47.42347,,,,
,-13.10134,47.39617,,,,
,-13.07692,47.38026,,,,
,-13.0525,47.36242,,,,
,-13.02808,47.31056,,,,
,-13.00366,47.22664,,,,
,-12.97924,47.10328,,,,
,-12.95482,47.00421,,,,
,-12.9304,46.95772,,,,
,-12.90598,46.94015,,,,
,-12.88156,46.99404,,,,
,-12.85714,47.1237,,,,
,-12.83272,47.25584,,,,
,-12.8083,47.41113,,,,
,-12.78388,47.57732,,,,
,-12.75946,47.74407,,,,
,-12.73504,47.93712,,,,
,-12.71062,48.11655,,,,
,-12.6862,48.27,,,,
,-12.66178,48.39573,,,,
,-12.63736,48.52354,,,,
,-12.61294,48.71469,,,,
,-12.58852,48.958,,,,
,-12.5641,49.17324,,,,
,-12.53968,49.36593,,,,
,-12.51526,49.54436,,,,
,-12.49084,49.74888,,,,
,-12.46642,49.9695,,,,
,-12.442,50.17052,,,,
,-12.41758,50.32528,,,,
,-12.39316,50.49898,,,,
,-12.36874,50.6877,,,,
,-12.34432,50.85807,,,,
,-12.3199,50.98873,,,,
,-12.29548,51.13707,,,,
,-12.27106,51.28711,,,,
,-12.24664,51.44154,,,,
,-12.22222,51.54886,,,,
,-12.1978,51.58126,,,,
,-12.17338,51.60417,,,,
,-12.14896,51.61575,,,,
,-12.12454,51.6241,,,,
,-12.10012,51.61717,,,,
,-12.0757,51.60408,,,,
,-12.05128,51.57561,,,,
,-12.02686,51.59614,,,,
,-12.00244,51.6671,,,,
,-11.97802,51.78971,,,,
,-11.9536,51.97182,,,,
,-11.92918,52.17262,,,,
,-11.90476,52.43005,,,,
,-11.88034,52.70888,,,,
,-11.85592,52.91581,,,,
,-11.8315,53.08687,,,,
,-11.80708,53.26087,,,,
,-11.78266,53.34848,,,,
,-11.75824,53.30622,,,,
,-11.73382,53.20541,,,,
,-11.7094,53.13122,,,,
,-11.68498,53.08747,,,,
,-11.66056,53.04996,,,,
,-11.63614,53.06432,,,,
,-11.61172,53.11291,,,,
,-11.5873,53.20587,,,,
,-11.56288,53.32498,,,,
,-11.53846,53.44789,,,,
,-11.51404,53.5938,,,,
,-11.48962,53.773,,,,
,-11.4652,53.96842,,,,
,-11.44078,54.15722,,,,
,-11.41636,54.31254,,,,
,-11.39194,54.40487,,,,
,-11.36752,54.43058,,,,
,-11.3431,54.44628,,,,
,-11.31868,54.44208,,,,
,-11.29426,54.4334,,,,
,-11.26984,54.40386,,,,
,-11.24542,54.37046,,,,
,-11.221,54.36632,,,,
,-11.19658,54.35278,,,,
,-11.17216,54.33462,,,,
,-11.14774,54.36381,,,,
,-11.12332,54.45519,,,,
,-11.0989,54.57818,,,,
,-11.07448,54.69769,,,,
,-11.05006,54.80489,,,,
,-11.02564,54.89389,,,,
,-11.00122,55.00616,,,,
,-10.9768,55.11565,,,,
,-10.95238,55.23548,,,,
,-10.92796,55.3825,,,,
,-10.90354,55.54132,,,,
,-10.87912,55.72611,,,,
,-10.8547,55.93177,,,,
,-10.83028,56.11453,,,,
,-10.80586,56.21891,,,,
,-10.78144,56.23651,,,,
,-10.75702,56.23699,,,,
,-10.7326,56.27875,,,,
,-10.70818,56.35655,,,,
,-10.68376,56.47231,,,,
,-10.65934,56.56144,,,,
,-10.63492,56.64397,,,,
,-10.6105,56.75669,,,,
,-10.58608,56.91703,,,,
,-10.56166,57.11705,,,,
,-10.53724,57.29646,,,,
,-10.51282,57.49651,,,,
,-10.4884,57.65385,,,,
,-10.46398,57.78679,,,,
,-10.43956,57.92243,,,,
,-10.41514,58.09435,,,,
,-10.39072,58.26187,,,,
,-10.3663,58.36246,,,,
,-10.34188,58.4131,,,,
,-10.31746,58.48696,,,,
,-10.29304,58.6107,,,,
,-10.26862,58.74064,,,,
,-10.2442,58.87896,,,,
,-10.21978,58.97168,,,,
,-10.19536,59.04612,,,,
,-10.17094,59.14081,,,,
,-10.14652,59.22925,,,,
,-10.1221,59.24878,,,,
,-10.09768,59.28424,,,,
,-10.07326,59.38809,,,,
,-10.04884,59.51753,,,,
,-10.02442,59.69135,,,,
,-10,59.88775,,,,
,-9.97558,60.06307,,,,
,-9.95116,60.18393,,,,
,-9.92674,60.21327,,,,
,-9.90232,60.22166,,,,
,-9.8779,60.21199,,,,
,-9.85348,60.23227,,,,
,-9.82906,60.24658,,,,
,-9.80464,60.22477,,,,
,-9.78022,60.22265,,,,
,-9.7558,60.26158,,,,
,-9.73138,60.30568,,,,
,-9.70696,60.29524,,,,
,-9.68254,60.25612,,,,
,-9.65812,60.19935,,,,
,-9.6337,60.12816,,,,
,-9.60928,59.99256,,,,
,-9.58486,59.83957,,,,
,-9.56044,59.68912,,,,
,-9.53602,59.57606,,,,
,-9.5116,59.48029,,,,
,-9.487179,59.42446,,,,
,-9.462759,59.39354,,,,
,-9.438339,59.3449,,,,
,-9.413919,59.31152,,,,
,-9.389499,59.26692,,,,
,-9.365079,59.26308,,,,
,-9.340659,59.3302,,,,
,-9.316239,59.47024,,,,
,-9.291819,59.64766,,,,
,-9.267399,59.82871,,,,
,-9.242979,60.05236,,,,
,-9.218559,60.30484,,,,
,-9.194139,60.57043,,,,
,-9.169719,60.81603,,,,
,-9.145299,61.04766,,,,
,-9.120879,61.2706,,,,
,-9.096459,61.47188,,,,
,-9.072039,61.66249,,,,
,-9.047619,61.82778,,,,
,-9.023199,61.95282,,,,
,-8.998779,62.03077,,,,
,-8.974359,62.06815,,,,
,-8.949939,62.04789,,,,
,-8.925519,62.04092,,,,
,-8.901099,62.06355,,,,
,-8.876679,62.09105,,,,
,-8.852259,62.11032,,,,
,-8.827839,62.1306,,,,
,-8.803419,62.17516,,,,
,-8.778999,62.24146,,,,
,-8.754579,62.30592,,,,
,-8.730159,62.32713,,,,
,-8.705739,62.3432,,,,
,-8.681319,62.39326,,,,
,-8.656899,62.43995,,,,
,-8.632479,62.48734,,,,
,-8.608059,62.56676,,,,
,-8.583639,62.66175,,,,
,-8.559219,62.72993,,,,
,-8.534799,62.7341,,,,
,-8.510379,62.65301,,,,
,-8.485958,62.50606,,,,
,-8.461538,62.46885,,,,
,-8.437118,62.56433,,,,
,-8.412698,62.70106,,,,
,-8.388278,62.83256,,,,
,-8.363858,62.94722,,,,
,-8.339438,63.0336,,,,
,-8.315018,63.16008,,,,
,-8.290598,63.35131,,,,
,-8.266178,63.56751,,,,
,-8.241758,63.79141,,,,
,-8.217338,64.0052,,,,
,-8.192918,64.20312,,,,
,-8.168498,64.42624,,,,
,-8.144078,64.71415,,,,
,-8.119658,65.04128,,,,
,-8.095238,65.37562,,,,
,-8.070818,65.71382,,,,
,-8.046398,66.02702,,,,
,-8.021978,66.29951,,,,
,-7.997558,66.55672,,,,
,-7.973138,66.80889,,,,
,-7.948718,67.09436,,,,
,-7.924298,67.38356,,,,
,-7.899878,67.64376,,,,
,-7.875458,67.86206,,,,
,-7.851038,68.06928,,,,
,-7.826618,68.32491,,,,
,-7.802198,68.63757,,,,
,-7.777778,68.974,,,,
,-7.753358,69.29964,,,,
,-7.728938,69.60748,,,,
,-7.704518,69.93428,,,,
,-7.680098,70.29193,,,,
,-7.655678,70.62234,,,,
,-7.631258,70.91096,,,,
,-7.606838,71.19162,,,,
,-7.582418,71.37924,,,,
,-7.557998,71.59335,,,,
,-7.533578,71.90431,,,,
,-7.509158,72.27446,,,,
,-7.484737,72.56034,,,,
