,B,I,,,,
,-7.460317,72.76817,,,,
,-7.435897,72.95601,,,,
,-7.411477,73.08913,,,,
,-7.387057,73.14385,,,,
,-7.362637,73.14709,,,,
,-7.338217,73.08204,,,,
,-7.313797,73.00397,,,,
,-7.289377,72.89194,,,,
,-7.264957,72.75072,,,,
,-7.240537,72.62284,,,,
,-7.216117,72.57922,,,,
,-7.191697,72.60761,,,,
,-7.167277,72.61125,,,,
,-7.142857,72.54974,,,,
,-7.118437,72.48908,,,,
,-7.094017,72.43753,,,,
,-7.069597,72.3955,,,,
,-7.045177,72.31751,,,,
,-7.020757,72.18737,,,,
,-6.996337,72.03014,,,,
,-6.971917,71.80683,,,,
,-6.947497,71.51184,,,,
,-6.923077,71.22581,,,,
,-6.898657,71.01538,,,,
,-6.874237,70.87746,,,,
,-6.849817,70.84577,,,,
,-6.825397,70.87033,,,,
,-6.800977,70.87569,,,,
,-6.776557,70.82853,,,,
,-6.752137,70.78288,,,,
,-6.727717,70.76467,,,,
,-6.703297,70.78057,,,,
,-6.678877,70.82371,,,,
,-6.654457,70.8928,,,,
,-6.630037,70.98789,,,,
,-6.605617,71.11008,,,,
,-6.581197,71.25763,,,,
,-6.556777,71.37544,,,,
,-6.532357,71.46502,,,,
,-6.507937,71.59418,,,,
,-6.483516,71.7637,,,,
,-6.459096,71.93652,,,,
,-6.434676,72.10933,,,,
,-6.410256,72.28272,,,,
,-6.385836,72.43964,,,,
,-6.361416,72.59447,,,,
,-6.336996,72.72961,,,,
,-6.312576,72.80518,,,,
,-6.288156,72.85564,,,,
,-6.263736,72.91441,,,,
,-6.239316,72.94529,,,,
,-6.214896,72.93697,,,,
,-6.190476,72.91554,,,,
,-6.166056,72.90435,,,,
,-6.141636,72.87134,,,,
,-6.117216,72.80615,,,,
,-6.092796,72.71813,,,,
,-6.068376,72.67128,,,,
,-6.043956,72.65255,,,,
,-6.019536,72.59997,,,,
,-5.995116,72.52179,,,,
,-5.970696,72.48188,,,,
,-5.946276,72.4304,,,,
,-5.921856,72.32511,,,,
,-5.897436,72.20003,,,,
,-5.873016,72.1086,,,,
,-5.848596,72.09425,,,,
,-5.824176,72.13185,,,,
,-5.799756,72.13465,,,,
,-5.775336,72.08926,,,,
,-5.750916,72.03672,,,,
,-5.726496,71.95087,,,,
,-5.702076,71.7828,,,,
,-5.677656,71.60698,,,,
,-5.653236,71.49044,,,,
,-5.628816,71.38136,,,,
,-5.604396,71.26415,,,,
,-5.579976,71.15264,,,,
,-5.555556,71.04507,,,,
,-5.531136,70.99083,,,,
,-5.506716,70.92258,,,,
,-5.482295,70.81984,,,,
,-5.457875,70.65027,,,,
,-5.433455,70.47947,,,,
,-5.409035,70.34656,,,,
,-5.384615,70.16374,,,,
,-5.360195,69.90273,,,,
,-5.335775,69.64445,,,,
,-5.311355,69.44378,,,,
,-5.286935,69.29346,,,,
,-5.262515,69.16574,,,,
,-5.238095,69.09537,,,,
,-5.213675,69.04554,,,,
,-5.189255,68.99059,,,,
,-5.164835,68.89601,,,,
,-5.140415,68.77072,,,,
,-5.115995,68.6523,,,,
,-5.091575,68.53629,,,,
,-5.067155,68.40741,,,,
,-5.042735,68.29425,,,,
,-5.018315,68.19572,,,,
,-4.993895,68.09935,,,,
,-4.969475,68.04715,,,,
,-4.945055,68.10619,,,,
,-4.920635,68.23265,,,,
,-4.896215,68.34488,,,,
,-4.871795,68.46467,,,,
,-4.847375,68.58169,,,,
,-4.822955,68.67433,,,,
,-4.798535,68.75231,,,,
,-4.774115,68.84197,,,,
,-4.749695,68.9433,,,,
,-4.725275,69.01639,,,,
,-4.700855,69.0721,,,,
,-4.676435,69.14448,,,,
,-4.652015,69.22598,,,,
,-4.627595,69.30737,,,,
,-4.603175,69.35108,,,,
,-4.578755,69.37757,,,,
,-4.554335,69.38508,,,,
,-4.529915,69.36176,,,,
,-4.505495,69.31048,,,,
,-4.481074,69.29205,,,,
,-4.456654,69.28939,,,,
,-4.432234,69.27971,,,,
,-4.407814,69.28514,,,,
,-4.383394,69.30356,,,,
,-4.358974,69.28042,,,,
,-4.334554,69.30586,,,,
,-4.310134,69.36326,,,,
,-4.285714,69.41923,,,,
,-4.261294,69.41734,,,,
,-4.236874,69.39826,,,,
,-4.212454,69.30804,,,,
,-4.188034,69.19825,,,,
,-4.163614,69.06209,,,,
,-4.139194,68.89971,,,,
,-4.114774,68.7017,,,,
,-4.090354,68.52553,,,,
,-4.065934,68.37987,,,,
,-4.041514,68.23321,,,,
,-4.017094,68.12614,,,,
,-3.992674,68.00576,,,,
,-3.968254,67.93209,,,,
,-3.943834,67.91447,,,,
,-3.919414,67.95039,,,,
,-3.894994,68.01062,,,,
,-3.870574,68.03843,,,,
,-3.846154,68.04549,,,,
,-3.821734,68.06871,,,,
,-3.797314,68.14153,,,,
,-3.772894,68.24689,,,,
,-3.748474,68.32581,,,,
,-3.724054,68.36516,,,,
,-3.699634,68.42843,,,,
,-3.675214,68.53714,,,,
,-3.650794,68.69176,,,,
,-3.626374,68.83242,,,,
,-3.601954,68.90792,,,,
,-3.577534,68.93588,,,,
,-3.553114,68.93328,,,,
,-3.528694,68.90269,,,,
,-3.504274,68.84145,,,,
,-3.479853,68.82522,,,,
,-3.455433,68.79335,,,,
,-3.431013,68.72473,,,,
,-3.406593,68.61913,,,,
,-3.382173,68.49854,,,,
,-3.357753,68.37728,,,,
,-3.333333,68.29558,,,,
,-3.308913,68.25238,,,,
,-3.284493,68.17508,,,,
,-3.260073,68.09642,,,,
,-3.235653,68.02822,,,,
,-3.211233,67.94214,,,,
,-3.186813,67.85734,,,,
,-3.162393,67.79663,,,,
,-3.137973,67.75713,,,,
,-3.113553,67.70551,,,,
,-3.089133,67.64626,,,,
,-3.064713,67.57472,,,,
,-3.040293,67.5117,,,,
,-3.015873,67.42715,,,,
,-2.991453,67.34406,,,,
,-2.967033,67.24198,,,,
,-2.942613,67.10843,,,,
,-2.918193,66.93379,,,,
,-2.893773,66.74997,,,,
,-2.869353,66.58752,,,,
,-2.844933,66.39878,,,,
,-2.820513,66.18076,,,,
,-2.796093,65.9036,,,,
,-2.771673,65.5953,,,,
,-2.747253,65.23118,,,,
,-2.722833,64.84005,,,,
,-2.698413,64.45309,,,,
,-2.673993,64.02928,,,,
,-2.649573,63.56956,,,,
,-2.625153,63.16093,,,,
,-2.600733,62.7609,,,,
,-2.576313,62.31502,,,,
,-2.551893,61.88012,,,,
,-2.527473,61.5422,,,,
,-2.503053,61.28896,,,,
,-2.478632,61.02719,,,,
,-2.454212,60.70768,,,,
,-2.429792,60.36786,,,,
,-2.405372,60.01452,,,,
,-2.380952,59.67823,,,,
,-2.356532,59.33041,,,,
,-2.332112,58.89223,,,,
,-2.307692,58.35885,,,,
,-2.283272,57.8158,,,,
,-2.258852,57.26015,,,,
,-2.234432,56.68828,,,,
,-2.210012,56.10875,,,,
,-2.185592,55.52751,,,,
,-2.161172,54.93199,,,,
,-2.136752,54.30197,,,,
,-2.112332,53.69235,,,,
,-2.087912,53.05886,,,,
,-2.063492,52.37003,,,,
,-2.039072,51.69158,,,,
,-2.014652,50.97989,,,,
,-1.990232,50.28052,,,,
,-1.965812,49.56691,,,,
,-1.941392,48.86864,,,,
,-1.916972,48.22659,,,,
,-1.892552,47.64064,,,,
,-1.868132,47.0748,,,,
,-1.843712,46.47376,,,,
,-1.819292,45.80815,,,,
,-1.794872,45.15024,,,,
,-1.770452,44.45959,,,,
,-1.746032,43.73011,,,,
,-1.721612,42.92317,,,,
,-1.697192,42.01332,,,,
,-1.672772,41.0134,,,,
,-1.648352,39.9545,,,,
,-1.623932,38.83916,,,,
,-1.599512,37.73104,,,,
,-1.575092,36.59184,,,,
,-1.550672,35.43279,,,,
,-1.526252,34.2674,,,,
,-1.501832,33.12539,,,,
,-1.477411,31.98034,,,,
,-1.452991,30.8366,,,,
,-1.428571,29.67271,,,,
,-1.404151,28.49759,,,,
,-1.379731,27.334,,,,
,-1.355311,26.17387,,,,
,-1.330891,24.96563,,,,
,-1.306471,23.76368,,,,
,-1.282051,22.5375,,,,
,-1.257631,21.2881,,,,
,-1.233211,20.07866,,,,
,-1.208791,18.85706,,,,
,-1.184371,17.59737,,,,
,-1.159951,16.35711,,,,
,-1.135531,15.17985,,,,
,-1.111111,14.01423,,,,
,-1.086691,12.87316,,,,
,-1.062271,11.76329,,,,
,-1.037851,10.62311,,,,
,-1.013431,9.523352,,,,
,-0.989011,8.51183,,,,
,-0.964591,7.598591,,,,
,-0.9401709,6.723401,,,,
,-0.9157509,5.826231,,,,
,-0.8913309,5.003371,,,,
,-0.8669109,4.268793,,,,
,-0.8424908,3.627371,,,,
,-0.8180708,3.115028,,,,
,-0.7936508,2.653373,,,,
,-0.7692308,2.225446,,,,
,-0.7448107,1.869504,,,,
,-0.7203907,1.54614,,,,
,-0.6959707,1.265252,,,,
,-0.6715507,1.013711,,,,
,-0.6471306,0.7483653,,,,
,-0.6227106,0.469202,,,,
,-0.5982906,0.2518005,,,,
,-0.5738706,0.0828742,,,,
,-0.5494505,-0.01961304,,,,
,-0.5250305,-0.08660908,,,,
,-0.5006105,-0.1814285,,,,
,-0.4761905,-0.3110013,,,,
,-0.4517705,-0.4624625,,,,
,-0.4273504,-0.6524684,,,,
,-0.4029304,-0.7892539,,,,
,-0.3785104,-0.8590861,,,,
,-0.3540904,-0.9606064,,,,
,-0.3296703,-1.055073,,,,
,-0.3052503,-1.127745,,,,
,-0.2808303,-1.228149,,,,
,-0.2564103,-1.403437,,,,
,-0.2319902,-1.612071,,,,
,-0.2075702,-1.83986,,,,
,-0.1831502,-2.143201,,,,
,-0.1587302,-2.607949,,,,
,-0.1343101,-3.184374,,,,
,-0.1098901,-3.839195,,,,
,-0.08547009,-4.532544,,,,
,-0.06105006,-5.290531,,,,
,-0.03663004,-6.127402,,,,
,-0.01221001,-6.997667,,,,
,0.01221001,-7.898685,,,,
,0.03663004,-8.826072,,,,
,0.06105006,-9.769633,,,,
,0.08547009,-10.74323,,,,
,0.1098901,-11.73512,,,,
,0.1343101,-12.69957,,,,
,0.1587302,-13.64376,,,,
,0.1831502,-14.64816,,,,
,0.2075702,-15.75955,,,,
,0.2319902,-16.92649,,,,
,0.2564103,-18.08815,,,,
,0.2808303,-19.23727,,,,
,0.3052503,-20.36203,,,,
,0.3296703,-21.46517,,,,
,0.3540904,-22.57102,,,,
,0.3785104,-23.67535,,,,
,0.4029304,-24.72046,,,,
,0.4273504,-25.75021,,,,
,0.4517705,-26.78981,,,,
,0.4761905,-27.84212,,,,
,0.5006105,-28.88201,,,,
,0.5250305,-29.96482,,,,
,0.5494505,-31.10388,,,,
,0.5738706,-32.30648,,,,
,0.5982906,-33.52461,,,,
,0.6227106,-34.78332,,,,
,0.6471306,-36.09844,,,,
,0.6715507,-37.398,,,,
,0.6959707,-38.70458,,,,
,0.7203907,-39.96344,,,,
,0.7448107,-41.15914,,,,
,0.7692308,-42.3309,,,,
,0.7936508,-43.48829,,,,
,0.8180708,-44.6359,,,,
,0.8424908,-45.80563,,,,
,0.8669109,-46.96655,,,,
,0.8913309,-48.06291,,,,
,0.9157509,-49.13888,,,,
,0.9401709,-50.23121,,,,
,0.964591,-51.30766,,,,
,0.989011,-52.3236,,,,
,1.013431,-53.26254,,,,
,1.037851,-54.07219,,,,
,1.062271,-54.83811,,,,
,1.086691,-55.55693,,,,
,1.111111,-56.23165,,,,
,1.135531,-56.89754,,,,
,1.159951,-57.55618,,,,
,1.184371,-58.15442,,,,
,1.208791,-58.6958,,,,
,1.233211,-59.29792,,,,
,1.257631,-59.91731,,,,
,1.282051,-60.54303,,,,
,1.306471,-61.16384,,,,
,1.330891,-61.73455,,,,
,1.355311,-62.31387,,,,
,1.379731,-62.87002,,,,
,1.404151,-63.37947,,,,
,1.428571,-63.78478,,,,
,1.452991,-64.10182,,,,
,1.477411,-64.4269,,,,
,1.501832,-64.69347,,,,
,1.526252,-64.9514,,,,
,1.550672,-65.21562,,,,
,1.575092,-65.50348,,,,
,1.599512,-65.87232,,,,
,1.623932,-66.32815,,,,
,1.648352,-66.8048,,,,
,1.672772,-67.2679,,,,
,1.697192,-67.70113,,,,
,1.721612,-68.07862,,,,
,1.746032,-68.39375,,,,
,1.770452,-68.64883,,,,
,1.794872,-68.87592,,,,
,1.819292,-69.10904,,,,
,1.843712,-69.32786,,,,
,1.868132,-69.53215,,,,
,1.892552,-69.74009,,,,
,1.916972,-69.86763,,,,
,1.941392,-69.92052,,,,
,1.965812,-69.937,,,,
,1.990232,-69.94513,,,,
,2.014652,-69.92174,,,,
,2.039072,-69.87108,,,,
,2.063492,-69.86335,,,,
,2.087912,-69.96102,,,,
,2.112332,-70.12663,,,,
,2.136752,-70.31473,,,,
,2.161172,-70.51626,,,,
,2.185592,-70.73619,,,,
,2.210012,-70.93396,,,,
,2.234432,-71.14731,,,,
,2.258852,-71.47029,,,,
,2.283272,-71.86106,,,,
,2.307692,-72.23446,,,,
,2.332112,-72.54809,,,,
,2.356532,-72.79045,,,,
,2.380952,-72.93184,,,,
,2.405372,-73.00965,,,,
,2.429792,-73.05657,,,,
,2.454212,-73.11798,,,,
,2.478632,-73.1613,,,,
,2.503053,-73.16973,,,,
,2.527473,-73.17436,,,,
,2.551893,-73.16916,,,,
,2.576313,-73.15987,,,,
,2.600733,-73.14873,,,,
,2.625153,-73.07268,,,,
,2.649573,-72.97886,,,,
,2.673993,-72.92878,,,,
,2.698413,-72.88423,,,,
,2.722833,-72.84774,,,,
,2.747253,-72.82686,,,,
,2.771673,-72.8431,,,,
,2.796093,-72.90315,,,,
,2.820513,-72.93978,,,,
,2.844933,-72.92618,,,,
,2.869353,-72.88129,,,,
,2.893773,-72.81614,,,,
,2.918193,-72.6739,,,,
,2.942613,-72.53932,,,,
,2.967033,-72.44206,,,,
,2.991453,-72.37604,,,,
,3.015873,-72.33203,,,,
,3.040293,-72.33399,,,,
,3.064713,-72.31244,,,,
,3.089133,-72.23487,,,,
,3.113553,-72.09874,,,,
,3.137973,-71.97415,,,,
,3.162393,-71.88141,,,,
,3.186813,-71.82629,,,,
,3.211233,-71.78885,,,,
,3.235653,-71.71813,,,,
,3.260073,-71.60696,,,,
,3.284493,-71.48538,,,,
,3.308913,-71.35904,,,,
,3.333333,-71.23016,,,,
,3.357753,-71.08448,,,,
,3.382173,-70.86652,,,,
,3.406593,-70.61006,,,,
,3.431013,-70.34922,,,,
,3.455433,-70.10788,,,,
,3.479853,-69.9037,,,,
,3.504274,-69.7376,,,,
,3.528694,-69.60876,,,,
,3.553114,-69.53654,,,,
,3.577534,-69.5047,,,,
,3.601954,-69.53753,,,,
,3.626374,-69.58494,,,,
,3.650794,-69.63754,,,,
,3.675214,-69.68462,,,,
,3.699634,-69.72098,,,,
,3.724054,-69.76546,,,,
,3.748474,-69.78418,,,,
,3.772894,-69.77373,,,,
,3.797314,-69.74803,,,,
,3.821734,-69.71688,,,,
,3.846154,-69.66593,,,,
,3.870574,-69.56248,,,,
,3.894994,-69.44808,,,,
,3.919414,-69.33756,,,,
,3.943834,-69.21927,,,,
,3.968254,-69.09957,,,,
,3.992674,-68.9561,,,,
,4.017094,-68.81159,,,,
,4.041514,-68.64745,,,,
,4.065934,-68.44965,,,,
,4.090354,-68.24925,,,,
,4.114774,-68.06362,,,,
,4.139194,-67.84803,,,,
,4.163614,-67.64307,,,,
,4.188034,-67.50485,,,,
,4.212454,-67.44421,,,,
,4.236874,-67.4609,,,,
,4.261294,-67.51159,,,,
,4.285714,-67.56646,,,,
,4.310134,-67.65147,,,,
,4.334554,-67.70948,,,,
,4.358974,-67.75249,,,,
,4.383394,-67.81241,,,,
,4.407814,-67.88161,,,,
,4.432234,-67.95461,,,,
,4.456654,-68.01978,,,,
,4.481074,-68.07855,,,,
,4.505495,-68.13626,,,,
,4.529915,-68.08679,,,,
,4.554335,-67.97029,,,,
,4.578755,-67.86298,,,,
,4.603175,-67.76023,,,,
,4.627595,-67.63333,,,,
,4.652015,-67.51633,,,,
,4.676435,-67.47093,,,,
,4.700855,-67.43354,,,,
,4.725275,-67.38229,,,,
,4.749695,-67.28176,,,,
,4.774115,-67.12755,,,,
,4.798535,-66.95504,,,,
,4.822955,-66.80917,,,,
,4.847375,-66.68965,,,,
,4.871795,-66.65924,,,,
,4.896215,-66.69575,,,,
,4.920635,-66.68297,,,,
,4.945055,-66.6454,,,,
,4.969475,-66.63308,,,,
,4.993895,-66.59683,,,,
,5.018315,-66.51856,,,,
,5.042735,-66.45318,,,,
,5.067155,-66.41195,,,,
,5.091575,-66.34442,,,,
,5.115995,-66.28754,,,,
,5.140415,-66.31037,,,,
,5.164835,-66.38771,,,,
,5.189255,-66.50196,,,,
,5.213675,-66.58897,,,,
,5.238095,-66.63022,,,,
,5.262515,-66.63849,,,,
,5.286935,-66.68451,,,,
,5.311355,-66.72371,,,,
,5.335775,-66.74618,,,,
,5.360195,-66.80975,,,,
,5.384615,-66.84237,,,,
,5.409035,-66.81728,,,,
,5.433455,-66.74555,,,,
,5.457875,-66.66056,,,,
,5.482295,-66.52312,,,,
,5.506716,-66.3958,,,,
,5.531136,-66.36447,,,,
,5.555556,-66.36931,,,,
,5.579976,-66.38307,,,,
,5.604396,-66.47218,,,,
,5.628816,-66.62731,,,,
,5.653236,-66.76818,,,,
,5.677656,-66.86535,,,,
,5.702076,-66.96112,,,,
,5.726496,-67.07946,,,,
,5.750916,-67.22138,,,,
,5.775336,-67.3174,,,,
,5.799756,-67.39703,,,,
,5.824176,-67.50798,,,,
,5.848596,-67.69027,,,,
,5.873016,-67.89056,,,,
,5.897436,-68.06228,,,,
,5.921856,-68.21162,,,,
,5.946276,-68.33857,,,,
,5.970696,-68.39747,,,,
,5.995116,-68.3848,,,,
,6.019536,-68.31148,,,,
,6.043956,-68.22895,,,,
,6.068376,-68.15374,,,,
,6.092796,-68.08021,,,,
,6.117216,-68.03215,,,,
,6.141636,-67.98876,,,,
,6.166056,-67.91321,,,,
,6.190476,-67.8146,,,,
,6.214896,-67.74403,,,,
,6.239316,-67.71109,,,,
,6.263736,-67.63533,,,,
,6.288156,-67.55785,,,,
,6.312576,-67.50427,,,,
,6.336996,-67.41894,,,,
,6.361416,-67.34247,,,,
,6.385836,-67.29527,,,,
,6.410256,-67.26862,,,,
,6.434676,-67.28787,,,,
,6.459096,-67.36177,,,,
,6.483516,-67.47315,,,,
,6.507937,-67.5616,,,,
,6.532357,-67.63752,,,,
,6.556777,-67.77833,,,,
,6.581197,-67.95762,,,,
,6.605617,-68.16659,,,,
,6.630037,-68.36626,,,,
,6.654457,-68.54926,,,,
,6.678877,-68.74648,,,,
,6.703297,-68.88771,,,,
,6.727717,-69.00063,,,,
,6.752137,-69.1262,,,,
,6.776557,-69.27889,,,,
,6.800977,-69.46532,,,,
,6.825397,-69.68788,,,,
,6.849817,-69.85687,,,,
,6.874237,-69.99149,,,,
,6.898657,-70.15995,,,,
,6.923077,-70.35284,,,,
,6.947497,-70.46799,,,,
,6.971917,-70.46332,,,,
,6.996337,-70.40718,,,,
,7.020757,-70.29746,,,,
,7.045177,-70.13302,,,,
,7.069597,-69.93072,,,,
,7.094017,-69.72644,,,,
,7.118437,-69.56762,,,,
,7.142857,-69.44081,,,,
,7.167277,-69.32747,,,,
,7.191697,-69.26396,,,,
,7.216117,-69.25476,,,,
,7.240537,-69.2739,,,,
,7.264957,-69.32003,,,,
,7.289377,-69.30332,,,,
,7.313797,-69.21386,,,,
,7.338217,-69.06012,,,,
,7.362637,-68.897,,,,
,7.387057,-68.70546,,,,
,7.411477,-68.50908,,,,
,7.435897,-68.29422,,,,
,7.460317,-67.99345,,,,
,7.484737,-67.66517,,,,
,7.509158,-67.3491,,,,
,7.533578,-67.04573,,,,
,7.557998,-66.70678,,,,
,7.582418,-66.34881,,,,
,7.606838,-65.99807,,,,
,7.631258,-65.70125,,,,
,7.655678,-65.42988,,,,
,7.680098,-65.15512,,,,
,7.704518,-64.85927,,,,
,7.728938,-64.58279,,,,
,7.753358,-64.33274,,,,
,7.777778,-64.08587,,,,
,7.802198,-63.86029,,,,
,7.826618,-63.63606,,,,
,7.851038,-63.45145,,,,
,7.875458,-63.32281,,,,
,7.899878,-63.22203,,,,
,7.924298,-63.15126,,,,
,7.948718,-63.12741,,,,
,7.973138,-63.14619,,,,
,7.997558,-63.19481,,,,
,8.021978,-63.22893,,,,
,8.046398,-63.20549,,,,
,8.070818,-63.15033,,,,
,8.095238,-63.09691,,,,
,8.119658,-63.08591,,,,
,8.144078,-63.07399,,,,
,8.168498,-63.05344,,,,
,8.192918,-63.05238,,,,
,8.217338,-63.05734,,,,
,8.241758,-63.04302,,,,
,8.266178,-63.03369,,,,
,8.290598,-63.03257,,,,
,8.315018,-62.99549,,,,
,8.339438,-62.9069,,,,
,8.363858,-62.77269,,,,
,8.388278,-62.59815,,,,
,8.412698,-62.43767,,,,
,8.437118,-62.27749,,,,
,8.461538,-62.0859,,,,
,8.485958,-61.89881,,,,
,8.510379,-61.74884,,,,
,8.534799,-61.63616,,,,
,8.559219,-61.51635,,,,
,8.583639,-61.40826,,,,
,8.608059,-61.24254,,,,
,8.632479,-61.0306,,,,
,8.656899,-60.82868,,,,
,8.681319,-60.57054,,,,
,8.705739,-60.25996,,,,
,8.730159,-59.87915,,,,
,8.754579,-59.45062,,,,
,8.778999,-58.98736,,,,
,8.803419,-58.54509,,,,
,8.827839,-58.17378,,,,
,8.852259,-57.82508,,,,
,8.876679,-57.43319,,,,
,8.901099,-56.99574,,,,
,8.925519,-56.54604,,,,
,8.949939,-56.11,,,,
,8.974359,-55.67644,,,,
,8.998779,-55.21554,,,,
,9.023199,-54.7601,,,,
,9.047619,-54.3257,,,,
,9.072039,-53.96226,,,,
,9.096459,-53.64333,,,,
,9.120879,-53.38455,,,,
,9.145299,-53.13145,,,,
,9.169719,-52.88725,,,,
,9.194139,-52.71081,,,,
,9.218559,-52.5897,,,,
,9.242979,-52.49048,,,,
,9.267399,-52.36284,,,,
,9.291819,-52.23128,,,,
,9.316239,-52.17588,,,,
,9.340659,-52.12507,,,,
,9.365079,-52.0832,,,,
,9.389499,-52.10937,,,,
,9.413919,-52.21304,,,,
,9.438339,-52.40175,,,,
,9.462759,-52.66116,,,,
,9.487179,-52.93722,,,,
,9.5116,-53.2184,,,,
,9.53602,-53.48467,,,,
,9.56044,-53.75853,,,,
,9.58486,-54.04186,,,,
,9.60928,-54.31723,,,,
,9.6337,-54.58284,,,,
,9.65812,-54.76933,,,,
,9.68254,-54.9117,,,,
,9.70696,-55.0356,,,,
,9.73138,-55.16098,,,,
,9.7558,-55.30079,,,,
,9.78022,-55.44222,,,,
,9.80464,-55.62726,,,,
,9.82906,-55.77164,,,,
,9.85348,-55.86174,,,,
,9.8779,-55.96115,,,,
,9.90232,-56.04453,,,,
,9.92674,-56.08645,,,,
,9.95116,-56.0864,,,,
,9.97558,-56.06099,,,,
,10,-56.06619,,,,
,10.02442,-56.05618,,,,
,10.04884,-55.95525,,,,
,10.07326,-55.80354,,,,
,10.09768,-55.65993,,,,
,10.1221,-55.54099,,,,
,10.14652,-55.40169,,,,
,10.17094,-55.24541,,,,
,10.19536,-55.12241,,,,
,10.21978,-55.02075,,,,
,10.2442,-54.89026,,,,
,10.26862,-54.72596,,,,
,10.29304,-54.5165,,,,
,10.31746,-54.31799,,,,
,10.34188,-54.16274,,,,
,10.3663,-54.04823,,,,
,10.39072,-53.93296,,,,
,10.41514,-53.79568,,,,
,10.43956,-53.61909,,,,
,10.46398,-53.41278,,,,
,10.4884,-53.21269,,,,
,10.51282,-53.07032,,,,
,10.53724,-52.92318,,,,
,10.56166,-52.71589,,,,
,10.58608,-52.45943,,,,
,10.6105,-52.25005,,,,
,10.63492,-52.10295,,,,
,10.65934,-51.98603,,,,
,10.68376,-51.93395,,,,
,10.70818,-51.88839,,,,
,10.7326,-51.88659,,,,
,10.75702,-51.914,,,,
,10.78144,-51.93843,,,,
,10.80586,-51.98213,,,,
,10.83028,-52.03939,,,,
,10.8547,-52.1106,,,,
,10.87912,-52.21454,,,,
,10.90354,-52.27765,,,,
,10.92796,-52.37683,,,,
,10.95238,-52.47303,,,,
,10.9768,-52.55349,,,,
,11.00122,-52.61202,,,,
,11.02564,-52.65687,,,,
,11.05006,-52.73646,,,,
,11.07448,-52.88962,,,,
,11.0989,-53.11797,,,,
,11.12332,-53.37826,,,,
,11.14774,-53.66035,,,,
,11.17216,-53.96618,,,,
,11.19658,-54.25134,,,,
,11.221,-54.47669,,,,
,11.24542,-54.58883,,,,
,11.26984,-54.57091,,,,
,11.29426,-54.49974,,,,
,11.31868,-54.41402,,,,
,11.3431,-54.34125,,,,
,11.36752,-54.22738,,,,
,11.39194,-54.07896,,,,
,11.41636,-53.90147,,,,
,11.44078,-53.65978,,,,
,11.4652,-53.39695,,,,
,11.48962,-53.13678,,,,
,11.51404,-52.84828,,,,
,11.53846,-52.53911,,,,
,11.56288,-52.18165,,,,
,11.5873,-51.76205,,,,
,11.61172,-51.32805,,,,
,11.63614,-50.92807,,,,
,11.66056,-50.56119,,,,
,11.68498,-50.15295,,,,
,11.7094,-49.77585,,,,
,11.73382,-49.50938,,,,
,11.75824,-49.27907,,,,
,11.78266,-49.06553,,,,
,11.80708,-48.82786,,,,
,11.8315,-48.56098,,,,
,11.85592,-48.37162,,,,
,11.88034,-48.1932,,,,
,11.90476,-48.03435,,,,
,11.92918,-47.94374,,,,
,11.9536,-47.85607,,,,
,11.97802,-47.75341,,,,
,12.00244,-47.69025,,,,
,12.02686,-47.61758,,,,
,12.05128,-47.54132,,,,
,12.0757,-47.4609,,,,
,12.10012,-47.36172,,,,
,12.12454,-47.27737,,,,
,12.14896,-47.20951,,,,
,12.17338,-47.16038,,,,
,12.1978,-47.17229,,,,
,12.22222,-47.25872,,,,
,12.24664,-47.39071,,,,
,12.27106,-47.49643,,,,
,12.29548,-47.54849,,,,
,12.3199,-47.55975,,,,
,12.34432,-47.53857,,,,
,12.36874,-47.46049,,,,
,12.39316,-47.36453,,,,
,12.41758,-47.25712,,,,
,12.442,-47.13284,,,,
,12.46642,-46.96712,,,,
,12.49084,-46.75477,,,,
,12.51526,-46.51797,,,,
,12.53968,-46.25094,,,,
,12.5641,-46.00089,,,,
,12.58852,-45.81918,,,,
,12.61294,-45.71106,,,,
,12.63736,-45.70288,,,,
,12.66178,-45.74843,,,,
,12.6862,-45.79184,,,,
,12.71062,-45.82789,,,,
,12.73504,-45.80889,,,,
,12.75946,-45.74491,,,,
,12.78388,-45.69595,,,,
,12.8083,-45.64654,,,,
,12.83272,-45.58335,,,,
,12.85714,-45.4706,,,,
,12.88156,-45.27354,,,,
,12.90598,-44.99929,,,,
,12.9304,-44.71262,,,,
,12.95482,-44.42297,,,,
,12.97924,-44.11583,,,,
,13.00366,-43.81182,,,,
,13.02808,-43.51604,,,,
,13.0525,-43.23131,,,,
,13.07692,-42.98634,,,,
,13.10134,-42.8119,,,,
,13.12576,-42.70481,,,,
,13.15018,-42.62835,,,,
,13.1746,-42.58838,,,,
,13.19902,-42.6203,,,,
,13.22344,-42.72998,,,,
,13.24786,-42.85934,,,,
,13.27228,-43.00508,,,,
,13.2967,-43.1822,,,,
,13.32112,-43.38592,,,,
,13.34554,-43.61927,,,,
,13.36996,-43.89816,,,,
,13.39438,-44.14796,,,,
,13.4188,-44.29697,,,,
,13.44322,-44.39082,,,,
,13.46764,-44.49094,,,,
,13.49206,-44.62539,,,,
,13.51648,-44.83293,,,,
,13.5409,-45.10287,,,,
,13.56532,-45.37507,,,,
,13.58974,-45.60573,,,,
,13.61416,-45.82557,,,,
,13.63858,-46.04303,,,,
,13.663,-46.20334,,,,
,13.68742,-46.31717,,,,
,13.71184,-46.36064,,,,
