B,I
19.6569,-73.44457
19.69841,-73.13792
19.73993,-72.86502
19.78144,-72.62683
19.82295,-72.42131
19.86447,-72.24512
19.90598,-72.0715
19.9475,-71.89567
19.98901,-71.72501
20.03053,-71.56119
20.07204,-71.40278
20.11355,-71.24486
20.15507,-71.1073
20.19658,-71.01519
20.2381,-70.9438
20.27961,-70.84247
20.32112,-70.72898
20.36264,-70.63709
20.40415,-70.59001
20.44567,-70.57926
20.48718,-70.5734
20.52869,-70.54838
20.57021,-70.48998
20.61172,-70.40972
20.65324,-70.34349
20.69475,-70.29109
20.73626,-70.19203
20.77778,-70.04845
20.81929,-69.9201
20.86081,-69.80891
20.90232,-69.65775
20.94383,-69.4589
20.98535,-69.25856
21.02686,-69.10109
21.06838,-68.96997
21.10989,-68.79484
21.1514,-68.58905
21.19292,-68.40724
21.23443,-68.23455
21.27595,-68.05151
21.31746,-67.84693
21.35897,-67.63031
21.40049,-67.41904
21.442,-67.21337
21.48352,-66.97686
21.52503,-66.67382
21.56654,-66.3067
21.60806,-65.89965
21.64957,-65.50557
21.69109,-65.19358
21.7326,-64.9453
21.77411,-64.71957
21.81563,-64.48394
21.85714,-64.23888
21.89866,-64.04552
21.94017,-63.93052
21.98168,-63.85705
22.0232,-63.79346
22.06471,-63.7194
22.10623,-63.64849
22.14774,-63.59632
22.18926,-63.55027
22.23077,-63.52031
22.27228,-63.50423
22.3138,-63.46797
22.35531,-63.39943
22.39683,-63.30246
22.43834,-63.17889
22.47985,-63.03704
22.52137,-62.89713
22.56288,-62.77895
22.6044,-62.69548
22.64591,-62.63382
22.68742,-62.57211
22.72894,-62.51748
22.77045,-62.49502
22.81197,-62.47444
22.85348,-62.44021
22.89499,-62.42345
22.93651,-62.45722
22.97802,-62.49527
23.01954,-62.46376
23.06105,-62.40174
23.10256,-62.36724
23.14408,-62.36442
23.18559,-62.39809
23.22711,-62.45908
23.26862,-62.51898
23.31013,-62.55202
23.35165,-62.55914
23.39316,-62.55071
23.43468,-62.51479
23.47619,-62.4435
23.5177,-62.368
23.55922,-62.29728
23.60073,-62.19318
23.64225,-62.02833
23.68376,-61.80906
23.72527,-61.54837
23.76679,-61.27871
23.8083,-61.03168
23.84982,-60.78605
23.89133,-60.47738
23.93284,-60.12366
23.97436,-59.76988
24.01587,-59.43395
24.05739,-59.12273
24.0989,-58.81798
24.14042,-58.4982
24.18193,-58.15552
24.22344,-57.7976
24.26496,-57.44231
24.30647,-57.11002
24.34799,-56.79709
24.3895,-56.5348
24.43101,-56.32937
24.47253,-56.17911
24.51404,-56.08922
24.55556,-56.05035
24.59707,-56.04061
24.63858,-56.0556
24.6801,-56.07769
24.72161,-56.12406
24.76313,-56.20919
24.80464,-56.31123
24.84615,-56.40069
24.88767,-56.44041
24.92918,-56.41171
24.9707,-56.33126
25.01221,-56.20895
25.05372,-56.07767
25.09524,-55.95836
25.13675,-55.85505
25.17827,-55.78612
25.21978,-55.72845
25.26129,-55.64262
25.30281,-55.55054
25.34432,-55.50602
25.38584,-55.49906
25.42735,-55.48155
25.46886,-55.44101
25.51038,-55.35009
25.55189,-55.21457
25.59341,-55.09303
25.63492,-54.99148
25.67643,-54.8968
25.71795,-54.80478
25.75946,-54.73451
25.80098,-54.68797
25.84249,-54.63528
25.884,-54.56571
25.92552,-54.46629
25.96703,-54.3567
26.00855,-54.30136
26.05006,-54.30547
26.09158,-54.31914
26.13309,-54.3128
26.1746,-54.30432
26.21612,-54.29245
26.25763,-54.25963
26.29915,-54.19633
26.34066,-54.12484
26.38217,-54.0311
26.42369,-53.91917
26.4652,-53.78171
26.50672,-53.63389
26.54823,-53.49168
26.58974,-53.35019
26.63126,-53.20465
26.67277,-53.03811
26.71429,-52.83093
26.7558,-52.59042
26.79731,-52.34016
26.83883,-52.07604
26.88034,-51.78914
26.92186,-51.49829
26.96337,-51.22532
27.00488,-50.95602
27.0464,-50.71598
27.08791,-50.51297
27.12943,-50.32876
27.17094,-50.20717
27.21245,-50.15048
27.25397,-50.10102
27.29548,-50.03002
27.337,-49.96502
27.37851,-49.9088
27.42002,-49.84932
27.46154,-49.781
27.50305,-49.70357
27.54457,-49.64362
27.58608,-49.62082
27.62759,-49.60983
27.66911,-49.6122
27.71062,-49.64259
27.75214,-49.71263
27.79365,-49.81447
27.83516,-49.92685
27.87668,-50.02145
27.91819,-50.09352
27.95971,-50.17961
28.00122,-50.3028
28.04274,-50.47233
28.08425,-50.68531
28.12576,-50.915
28.16728,-51.0907
28.20879,-51.16412
28.25031,-51.18637
28.29182,-51.21862
28.33333,-51.25097
28.37485,-51.26645
28.41636,-51.29704
28.45788,-51.37866
28.49939,-51.45721
28.5409,-51.4867
28.58242,-51.505
28.62393,-51.54187
28.66545,-51.57993
28.70696,-51.58909
28.74847,-51.55449
28.78999,-51.49698
28.8315,-51.41024
28.87302,-51.24743
28.91453,-50.99374
28.95604,-50.70612
28.99756,-50.41124
29.03907,-50.10475
29.08059,-49.77648
29.1221,-49.44413
29.16361,-49.12025
29.20513,-48.7861
29.24664,-48.46175
29.28816,-48.16999
29.32967,-47.88087
29.37118,-47.58184
29.4127,-47.28396
29.45421,-46.98233
29.49573,-46.66478
29.53724,-46.32336
29.57875,-45.97952
29.62027,-45.65987
29.66178,-45.39298
29.7033,-45.18
29.74481,-45.01356
29.78632,-44.87568
29.82784,-44.75729
29.86935,-44.65421
29.91087,-44.57237
29.95238,-44.51432
29.99389,-44.46908
30.03541,-44.39898
30.07692,-44.30427
30.11844,-44.19446
30.15995,-44.11376
30.20147,-44.08192
30.24298,-44.05628
30.28449,-44.04402
30.32601,-44.04371
30.36752,-44.02814
30.40904,-44.03019
30.45055,-44.08391
30.49206,-44.18291
30.53358,-44.28267
30.57509,-44.35627
30.61661,-44.42409
30.65812,-44.48138
30.69963,-44.51194
30.74115,-44.54344
30.78266,-44.6062
30.82418,-44.71048
30.86569,-44.81687
30.9072,-44.88427
30.94872,-44.92189
30.99023,-44.9525
31.03175,-45.02114
31.07326,-45.14798
31.11477,-45.29194
31.15629,-45.40144
31.1978,-45.46458
31.23932,-45.49995
31.28083,-45.5286
31.32234,-45.538
31.36386,-45.54395
31.40537,-45.55874
31.44689,-45.55704
31.4884,-45.51585
31.52991,-45.46971
31.57143,-45.45946
31.61294,-45.45763
31.65446,-45.44902
31.69597,-45.42724
31.73748,-45.34707
31.779,-45.20856
31.82051,-45.01762
31.86203,-44.78868
31.90354,-44.55329
31.94505,-44.29621
31.98657,-44.0395
32.02808,-43.81423
32.0696,-43.60562
32.11111,-43.38138
32.15263,-43.16732
32.19414,-42.96917
32.23565,-42.75774
32.27717,-42.5344
32.31868,-42.33672
32.3602,-42.19517
32.40171,-42.10532
32.44322,-42.02021
32.48474,-41.91744
32.52625,-41.80064
32.56777,-41.67766
32.60928,-41.55677
32.65079,-41.43975
32.69231,-41.35319
32.73382,-41.28459
32.77534,-41.21942
32.81685,-41.18282
32.85836,-41.1551
32.89988,-41.09694
32.94139,-41.00113
32.98291,-40.85939
33.02442,-40.69559
33.06593,-40.56183
33.10745,-40.47561
33.14896,-40.4208
33.19048,-40.36817
33.23199,-40.29848
33.2735,-40.23564
33.31502,-40.18409
33.35653,-40.13777
33.39805,-40.07838
33.43956,-40.00281
33.48107,-39.95961
33.52259,-39.96296
33.5641,-39.95937
33.60562,-39.92899
33.64713,-39.89569
33.68864,-39.86066
33.73016,-39.83605
33.77167,-39.81338
33.81319,-39.76549
33.8547,-39.69244
33.89621,-39.5966
33.93773,-39.47747
33.97924,-39.33078
34.02076,-39.15881
34.06227,-38.97867
34.10379,-38.80771
34.1453,-38.65399
34.18681,-38.52806
34.22833,-38.42462
34.26984,-38.29108
34.31136,-38.10304
34.35287,-37.91204
34.39438,-37.75523
34.4359,-37.60876
34.47741,-37.46767
34.51893,-37.33828
34.56044,-37.22108
34.60195,-37.10699
34.64347,-37.00603
34.68498,-36.9266
34.7265,-36.87829
34.76801,-36.82982
34.80952,-36.75659
34.85104,-36.67139
34.89255,-36.5955
34.93407,-36.53739
34.97558,-36.46863
35.01709,-36.40529
35.05861,-36.3615
35.10012,-36.32025
35.14164,-36.28518
35.18315,-36.262
35.22466,-36.27741
35.26618,-36.33336
35.30769,-36.40032
35.34921,-36.42915
35.39072,-36.42241
35.43223,-36.40092
35.47375,-36.39867
35.51526,-36.43989
35.55678,-36.48765
35.59829,-36.49438
35.6398,-36.44908
35.68132,-36.4182
35.72283,-36.41798
35.76435,-36.43867
35.80586,-36.47409
35.84737,-36.52315
35.88889,-36.5558
35.9304,-36.56624
35.97192,-36.51633
36.01343,-36.37817
36.05495,-36.20331
36.09646,-36.05544
36.13797,-35.95568
36.17949,-35.85956
36.221,-35.76425
36.26252,-35.68452
36.30403,-35.58892
36.34554,-35.45154
36.38706,-35.31116
36.42857,-35.19024
36.47009,-35.11467
36.5116,-35.10827
36.55311,-35.14865
36.59463,-35.20818
36.63614,-35.27254
36.67766,-35.32764
36.71917,-35.36757
36.76068,-35.39863
36.8022,-35.41194
36.84371,-35.40509
36.88523,-35.36847
36.92674,-35.27117
36.96825,-35.14453
37.00977,-35.03875
37.05128,-34.9578
37.0928,-34.88196
37.13431,-34.82567
37.17582,-34.80652
37.21734,-34.7905
37.25885,-34.7539
37.30037,-34.69298
37.34188,-34.61699
37.38339,-34.51574
37.42491,-34.38067
37.46642,-34.26221
37.50794,-34.16308
37.54945,-34.06518
37.59096,-33.96509
37.63248,-33.862
37.67399,-33.77596
37.71551,-33.71785
37.75702,-33.66738
37.79853,-33.60422
37.84005,-33.50227
37.88156,-33.38908
37.92308,-33.29231
37.96459,-33.21678
38.00611,-33.14509
38.04762,-33.04336
38.08913,-32.93163
38.13065,-32.83086
38.17216,-32.71312
38.21368,-32.58713
38.25519,-32.48342
38.2967,-32.39437
38.33822,-32.30287
38.37973,-32.18222
38.42125,-32.03626
38.46276,-31.94336
38.50427,-31.91431
38.54579,-31.90622
38.5873,-31.8946
38.62882,-31.88323
38.67033,-31.90588
38.71184,-31.97146
38.75336,-32.05222
38.79487,-32.13256
38.83639,-32.22155
38.8779,-32.30513
38.91941,-32.39057
38.96093,-32.45258
39.00244,-32.4693
39.04396,-32.45802
39.08547,-32.44856
39.12698,-32.43958
39.1685,-32.4163
39.21001,-32.38141
39.25153,-32.32785
39.29304,-32.24124
39.33455,-32.15211
39.37607,-32.07888
39.41758,-32.02053
39.4591,-31.97715
39.50061,-31.9275
39.54212,-31.86519
39.58364,-31.79053
39.62515,-31.66888
39.66667,-31.49906
39.70818,-31.33706
39.74969,-31.21145
39.79121,-31.10678
39.83272,-30.99221
39.87424,-30.85829
39.91575,-30.72632
39.95726,-30.59167
39.99878,-30.44512
40.04029,-30.31562
40.08181,-30.24469
40.12332,-30.22485
40.16484,-30.19788
40.20635,-30.16018
40.24786,-30.12056
40.28938,-30.07279
40.33089,-30.02182
40.37241,-30.01003
40.41392,-30.0322
40.45543,-30.0617
40.49695,-30.05227
40.53846,-29.96645
40.57998,-29.81702
40.62149,-29.6605
40.663,-29.56623
40.70452,-29.56824
40.74603,-29.62765
40.78755,-29.67021
40.82906,-29.66431
40.87057,-29.60927
40.91209,-29.50172
40.9536,-29.32377
40.99512,-29.04645
41.03663,-28.70564
41.07814,-28.40367
41.11966,-28.18473
41.16117,-28.06433
41.20269,-28.0688
41.2442,-28.17566
41.28571,-28.34981
41.32723,-28.54122
41.36874,-28.71841
41.41026,-28.89902
41.45177,-29.10266
41.49328,-29.29591
41.5348,-29.44617
41.57631,-29.60173
41.61783,-29.75601
41.65934,-29.86206
41.70085,-29.92167
41.74237,-29.96001
41.78388,-29.95429
41.8254,-29.88279
41.86691,-29.78556
41.90842,-29.69611
41.94994,-29.63367
41.99145,-29.57709
42.03297,-29.49014
42.07448,-29.35755
42.116,-29.18708
42.15751,-29.00035
42.19902,-28.81318
42.24054,-28.65325
42.28205,-28.50053
42.32357,-28.35716
42.36508,-28.26357
42.40659,-28.21745
42.44811,-28.11958
42.48962,-27.97899
42.53114,-27.85807
42.57265,-27.75909
42.61416,-27.67228
42.65568,-27.61765
42.69719,-27.58555
42.73871,-27.5685
42.78022,-27.58751
42.82173,-27.63911
42.86325,-27.70267
42.90476,-27.78092
42.94628,-27.85685
42.98779,-27.90445
43.0293,-27.89724
43.07082,-27.80628
43.11233,-27.65758
43.15385,-27.51418
43.19536,-27.39808
43.23687,-27.27575
43.27839,-27.14624
43.3199,-27.00055
43.36142,-26.831
43.40293,-26.6635
43.44444,-26.51225
43.48596,-26.3725
43.52747,-26.24658
43.56899,-26.15521
43.6105,-26.08949
43.65201,-26.01874
43.69353,-25.93971
43.73504,-25.87505
43.77656,-25.8589
43.81807,-25.86667
43.85958,-25.87709
43.9011,-25.88172
43.94261,-25.89317
43.98413,-25.90988
44.02564,-25.93815
44.06716,-25.97749
44.10867,-26.02639
44.15018,-26.08063
44.1917,-26.13801
44.23321,-26.19638
44.27473,-26.22039
44.31624,-26.20067
44.35775,-26.136
44.39927,-26.05002
44.44078,-25.94455
44.4823,-25.82108
44.52381,-25.69858
44.56532,-25.58392
44.60684,-25.49663
44.64835,-25.43997
44.68987,-25.39362
44.73138,-25.34098
44.77289,-25.28489
44.81441,-25.24855
44.85592,-25.17547
44.89744,-25.02969
44.93895,-24.83603
44.98046,-24.63353
45.02198,-24.46422
45.06349,-24.32126
45.10501,-24.19255
45.14652,-24.07804
45.18803,-23.99806
45.22955,-23.98158
45.27106,-24.02667
45.31258,-24.06984
45.35409,-24.08109
45.3956,-24.09599
45.43712,-24.1332
45.47863,-24.19213
45.52015,-24.27583
45.56166,-24.40675
45.60317,-24.55287
45.64469,-24.70875
45.6862,-24.87066
45.72772,-25.03049
45.76923,-25.19597
45.81074,-25.34551
45.85226,-25.45262
45.89377,-25.47901
45.93529,-25.44261
45.9768,-25.38425
46.01832,-25.30443
46.05983,-25.18593
46.10134,-25.03941
46.14286,-24.8924
46.18437,-24.7484
46.22589,-24.61359
46.2674,-24.50464
46.30891,-24.37409
46.35043,-24.19273
46.39194,-24.01953
46.43346,-23.89044
46.47497,-23.77227
46.51648,-23.63331
46.558,-23.46527
46.59951,-23.27308
46.64103,-23.07605
46.68254,-22.90083
46.72405,-22.78334
46.76557,-22.71806
46.80708,-22.68628
46.8486,-22.69502
46.89011,-22.75842
46.93162,-22.83628
46.97314,-22.87698
47.01465,-22.91094
47.05617,-22.97574
47.09768,-23.04591
47.13919,-23.09193
47.18071,-23.10051
47.22222,-23.07403
47.26374,-23.02132
47.30525,-22.96843
47.34676,-22.92595
47.38828,-22.904
47.42979,-22.9409
47.47131,-23.00244
47.51282,-23.04926
47.55433,-23.10273
47.59585,-23.15912
47.63736,-23.18331
47.67888,-23.17419
47.72039,-23.15448
47.7619,-23.11403
47.80342,-23.03857
47.84493,-22.90329
47.88645,-22.70685
47.92796,-22.48769
47.96947,-22.27135
48.01099,-22.05867
48.0525,-21.86268
48.09402,-21.68298
48.13553,-21.53783
48.17705,-21.42298
48.21856,-21.29384
48.26007,-21.13716
48.30159,-20.97964
48.3431,-20.85465
48.38462,-20.78446
48.42613,-20.76833
48.46764,-20.79246
48.50916,-20.85018
48.55067,-20.94235
48.59219,-21.02657
48.6337,-21.05752
48.67521,-21.08203
48.71673,-21.1142
48.75824,-21.11933
48.79976,-21.10409
48.84127,-21.0699
48.88278,-21.05185
48.9243,-21.07528
48.96581,-21.12501
49.00733,-21.19683
49.04884,-21.27158
49.09035,-21.33266
49.13187,-21.37738
49.17338,-21.42819
49.2149,-21.50131
49.25641,-21.58629
49.29792,-21.69728
49.33944,-21.83603
49.38095,-21.96471
49.42247,-22.06963
49.46398,-22.16946
49.50549,-22.26034
49.54701,-22.33498
49.58852,-22.40422
49.63004,-22.43694
49.67155,-22.39542
49.71306,-22.30292
49.75458,-22.19327
49.79609,-22.10051
49.83761,-22.03303
49.87912,-21.9922
49.92063,-21.98088
49.96215,-21.95825
50.00366,-21.90037
50.04518,-21.79085
50.08669,-21.63631
50.12821,-21.46262
50.16972,-21.28734
50.21123,-21.11415
50.25275,-20.92409
50.29426,-20.70767
50.33578,-20.46241
50.37729,-20.19859
50.4188,-19.96022
50.46032,-19.76731
50.50183,-19.59732
50.54335,-19.43093
50.58486,-19.27816
50.62637,-19.16802
50.66789,-19.11045
50.7094,-19.08367
50.75092,-19.06965
50.79243,-19.0569
50.83394,-19.04477
50.87546,-19.05455
50.91697,-19.09205
50.95849,-19.1313
51,-19.12891
51.04151,-19.06927
51.08303,-18.96388
51.12454,-18.86546
51.16606,-18.79425
51.20757,-18.69952
51.24908,-18.5877
51.2906,-18.49971
51.33211,-18.43784
51.37363,-18.40584
51.41514,-18.38948
51.45665,-18.39616
51.49817,-18.42216
51.53968,-18.47773
51.5812,-18.57333
51.62271,-18.68833
51.66422,-18.77237
51.70574,-18.78412
51.74725,-18.71238
51.78877,-18.58769
51.83028,-18.43198
51.87179,-18.23371
51.91331,-18.01657
51.95482,-17.79313
51.99634,-17.56752
52.03785,-17.35312
52.07937,-17.16215
52.12088,-17.02367
52.16239,-16.96166
52.20391,-16.97607
52.24542,-17.02128
52.28694,-17.08581
52.32845,-17.17754
52.36996,-17.2971
52.41148,-17.38509
52.45299,-17.40597
52.49451,-17.41009
52.53602,-17.44787
52.57753,-17.48698
52.61905,-17.50376
52.66056,-17.53433
52.70208,-17.58183
52.74359,-17.63675
52.7851,-17.70935
52.82662,-17.7744
52.86813,-17.78414
52.90965,-17.73339
52.95116,-17.65076
52.99267,-17.54923
53.03419,-17.41191
53.0757,-17.2829
53.11722,-17.21669
53.15873,-17.1693
53.20024,-17.11778
53.24176,-17.00618
53.28327,-16.80578
53.32479,-16.56304
53.3663,-16.3268
53.40781,-16.10157
53.44933,-15.87849
53.49084,-15.71387
53.53236,-15.6381
53.57387,-15.60405
53.61538,-15.55846
53.6569,-15.50742
53.69841,-15.47125
53.73993,-15.40288
53.78144,-15.23976
53.82295,-15.01214
53.86447,-14.78415
53.90598,-14.59297
53.9475,-14.44718
53.98901,-14.35817
54.03053,-14.29155
54.07204,-14.19739
54.11355,-14.07798
54.15507,-13.97372
54.19658,-13.92238
54.2381,-13.91962
54.27961,-13.92909
54.32112,-13.92803
54.36264,-13.93274
54.40415,-13.96187
54.44567,-14.00549
54.48718,-14.06196
54.52869,-14.12913
54.57021,-14.19742
54.61172,-14.26034
54.65324,-14.31117
54.69475,-14.36707
54.73626,-14.41769
54.77778,-14.41863
54.81929,-14.34762
54.86081,-14.2442
54.90232,-14.16157
54.94383,-14.09821
54.98535,-14.03353
55.02686,-13.98691
55.06838,-13.9623
55.10989,-13.9428
55.1514,-13.92552
55.19292,-13.94353
55.23443,-13.9977
55.27595,-14.03768
55.31746,-14.03715
55.35897,-13.98151
55.40049,-13.89123
55.442,-13.81109
55.48352,-13.74986
55.52503,-13.69338
55.56654,-13.61722
55.60806,-13.50462
55.64957,-13.33586
55.69109,-13.10384
55.7326,-12.86938
55.77411,-12.64822
55.81563,-12.40377
55.85714,-12.13362
55.89866,-11.91238
55.94017,-11.77997
55.98168,-11.71549
56.0232,-11.67071
56.06471,-11.58135
56.10623,-11.46322
56.14774,-11.37177
56.18926,-11.31589
56.23077,-11.28381
56.27228,-11.26913
56.3138,-11.29405
56.35531,-11.37883
56.39683,-11.53102
56.43834,-11.74189
56.47985,-11.96648
56.52137,-12.18826
56.56288,-12.40364
56.6044,-12.60648
56.64591,-12.75531
56.68742,-12.8231
56.72894,-12.84716
56.77045,-12.89034
56.81197,-12.94916
56.85348,-12.9887
56.89499,-13.005
56.93651,-13.00568
56.97802,-12.98642
57.01954,-12.90353
57.06105,-12.73751
57.10256,-12.51011
57.14408,-12.26986
57.18559,-12.05333
57.22711,-11.85536
57.26862,-11.66059
57.31013,-11.43302
57.35165,-11.16741
57.39316,-10.90236
57.43468,-10.64659
57.47619,-10.39281
57.5177,-10.16249
57.55922,-9.945228
57.60073,-9.724063
57.64225,-9.486135
57.68376,-9.209198
57.72527,-8.890908
57.76679,-8.551916
57.8083,-8.208416
57.84982,-7.820129
57.89133,-7.378971
57.93284,-6.912021
57.97436,-6.455109
58.01587,-6.013134
58.05739,-5.57059
58.0989,-5.140912
58.14042,-4.764267
58.18193,-4.446817
58.22344,-4.198647
58.26496,-4.015252
58.30647,-3.862389
58.34799,-3.728254
58.3895,-3.621859
58.43101,-3.525512
58.47253,-3.429259
58.51404,-3.34769
58.55556,-3.302552
58.59707,-3.309861
58.63858,-3.363385
58.6801,-3.422787
58.72161,-3.4817
58.76313,-3.55234
58.80464,-3.623485
58.84615,-3.682268
58.88767,-3.7537
58.92918,-3.851674
58.9707,-3.948783
59.01221,-3.995024
59.05372,-4.024346
59.09524,-4.08825
59.13675,-4.154563
59.17827,-4.198353
59.21978,-4.226229
59.26129,-4.2329
59.30281,-4.211517
59.34432,-4.177732
59.38584,-4.138104
59.42735,-4.068885
59.46886,-3.970386
59.51038,-3.842324
59.55189,-3.697501
59.59341,-3.531627
59.63492,-3.335953
59.67643,-3.139339
59.71795,-2.98284
59.75946,-2.844253
59.80098,-2.715874
59.84249,-2.62824
59.884,-2.553493
59.92552,-2.473827
59.96703,-2.386463
60.00855,-2.285384
60.05006,-2.199725
60.09158,-2.155594
60.13309,-2.120942
60.1746,-2.064435
60.21612,-1.98162
60.25763,-1.871583
60.29915,-1.768915
60.34066,-1.70965
60.38217,-1.692653
60.42369,-1.700862
60.4652,-1.689302
60.50672,-1.633333
60.54823,-1.543453
60.58974,-1.44696
60.63126,-1.342461
60.67277,-1.250766
60.71429,-1.179332
60.7558,-1.112994
60.79731,-1.059048
60.83883,-0.9963996
60.88034,-0.8866172
60.92186,-0.709959
60.96337,-0.4890088
61.00488,-0.2898717
61.0464,-0.1242553
61.08791,0.0361134
61.12943,0.2096563
61.17094,0.3691209
61.21245,0.4884027
61.25397,0.5938214
61.29548,0.7022066
61.337,0.7949479
61.37851,0.8869382
61.42002,0.9615579
61.46154,0.9907076
61.50305,0.9826239
61.54457,0.9292592
61.58608,0.8867122
61.62759,0.90956
61.66911,0.9858137
61.71062,1.086327
61.75214,1.190768
61.79365,1.281069
61.83516,1.357191
61.87668,1.462783
61.91819,1.618857
61.95971,1.780024
62.00122,1.920883
62.04274,2.04964
62.08425,2.176237
62.12576,2.3179
62.16728,2.477311
62.20879,2.675038
62.25031,2.898139
62.29182,3.101146
62.33333,3.281019
62.37485,3.465628
62.41636,3.696795
62.45788,3.953878
62.49939,4.212072
62.5409,4.484856
62.58242,4.760683
62.62393,5.029241
62.66545,5.279627
62.70696,5.524415
62.74847,5.782282
62.78999,6.070916
62.8315,6.394929
62.87302,6.735347
62.91453,7.081078
62.95604,7.431633
62.99756,7.737328
63.03907,7.981193
63.08059,8.167665
63.1221,8.312476
63.16361,8.439173
63.20513,8.530702
63.24664,8.5946
63.28816,8.637994
63.32967,8.645103
63.37118,8.635793
63.4127,8.624229
63.45421,8.608296
63.49573,8.570571
63.53724,8.519187
63.57875,8.442912
63.62027,8.333344
63.66178,8.20227
63.7033,8.036005
63.74481,7.815141
63.78632,7.582653
63.82784,7.396893
63.86935,7.255794
63.91087,7.163719
63.95238,7.114398
63.99389,7.086535
64.03541,7.053024
64.07692,7.015045
64.11844,7.036395
64.15995,7.149962
64.20147,7.337741
64.24298,7.591775
64.28449,7.88214
64.32601,8.172495
64.36752,8.45381
64.40904,8.710546
64.45055,8.925292
64.49206,9.101988
64.53358,9.24964
64.57509,9.360414
64.61661,9.458061
64.65812,9.588529
64.69963,9.775359
64.74115,9.995628
64.78266,10.19454
64.82418,10.33929
64.86569,10.45417
64.9072,10.56432
64.94872,10.67858
64.99023,10.78729
65.03175,10.87895
65.07326,10.97792
65.11477,11.13074
65.15629,11.33483
65.1978,11.56224
65.23932,11.79346
65.28083,12.03824
65.32234,12.28491
65.36386,12.50347
65.40537,12.67248
65.44689,12.78197
65.4884,12.86415
65.52991,12.9671
65.57143,13.11407
65.61294,13.331
65.65446,13.58369
65.69597,13.85367
65.73748,14.1493
65.779,14.46908
65.82051,14.80805
65.86203,15.1434
65.90354,15.48784
65.94505,15.83257
65.98657,16.19196
66.02808,16.59818
66.0696,17.06561
66.11111,17.55719
66.15263,18.06164
66.19414,18.55681
66.23565,19.01823
66.27717,19.41707
66.31868,19.77501
66.3602,20.12295
66.40171,20.45824
66.44322,20.76962
66.48474,21.06178
66.52625,21.34152
66.56777,21.65245
66.60928,22.02783
66.65079,22.46875
66.69231,22.94476
66.73382,23.42994
66.77534,23.91196
66.81685,24.39883
66.85836,24.92797
66.89988,25.50592
66.94139,26.11691
66.98291,26.75194
67.02442,27.39728
67.06593,28.0098
67.10745,28.57998
67.14896,29.13624
67.19048,29.67771
67.23199,30.14559
67.2735,30.56417
67.31502,30.99464
67.35653,31.46827
67.39805,31.97238
67.43956,32.50047
67.48107,33.03019
67.52259,33.57333
67.5641,34.17542
67.60562,34.8498
67.64713,35.58506
67.68864,36.36698
67.73016,37.22445
67.77167,38.14877
67.81319,39.11179
67.8547,40.08132
67.89621,41.06033
67.93773,42.04465
67.97924,43.07551
68.02076,44.181
68.06227,45.37864
68.10379,46.59539
68.1453,47.85958
68.18681,49.18133
68.22833,50.53252
68.26984,51.92314
68.31136,53.38609
68.35287,54.87646
68.39438,56.37979
68.4359,57.88958
68.47741,59.42889
68.51893,61.00161
68.56044,62.5972
68.60195,64.23215
68.64347,65.89127
68.68498,67.60474
68.7265,69.38389
68.76801,71.22682
68.80952,73.07417
68.85104,74.94679
68.89255,76.82065
68.93407,78.687
68.97558,80.52253
69.01709,82.33612
69.05861,84.10282
69.10012,85.82804
69.14164,87.52691
69.18315,89.19988
69.22466,90.87898
69.26618,92.59666
69.30769,94.30983
69.34921,96.00026
69.39072,97.63725
69.43223,99.22839
69.47375,100.7693
69.51526,102.2547
69.55678,103.6699
69.59829,104.9911
69.6398,106.2053
69.68132,107.3062
69.72283,108.2895
69.76435,109.1137
69.80586,109.7439
69.84737,110.1267
69.88889,110.2748
69.9304,110.2089
69.97192,109.8811
70.01343,109.2393
70.05495,108.2676
70.09646,106.9817
70.13797,105.3915
70.17949,103.5237
70.221,101.319
70.26252,98.74275
70.30403,95.77068
70.34554,92.49694
70.38706,88.91973
70.42857,85.08796
70.47009,80.99798
70.5116,76.65897
70.55311,72.05361
70.59463,67.1975
70.63614,62.09552
70.67766,56.76384
70.71917,51.23643
70.76068,45.53544
70.8022,39.67674
70.84371,33.62292
70.88523,27.42307
70.92674,21.02421
70.96825,14.49559
71.00977,7.888088
71.05128,1.321827
71.0928,-5.319461
71.13431,-11.94492
71.17582,-18.55454
71.21734,-25.01477
71.25885,-31.42021
71.30037,-37.70078
71.34188,-43.87248
71.38339,-49.803
71.42491,-55.55245
71.46642,-61.07353
71.50794,-66.32357
71.54945,-71.26272
71.59096,-75.90842
71.63248,-80.24827
71.67399,-84.26136
71.71551,-87.97011
71.75702,-91.36465
71.79853,-94.47019
71.84005,-97.26886
71.88156,-99.80381
71.92308,-102.046
71.96459,-104.0134
72.00611,-105.677
72.04762,-107.0944
72.08913,-108.2586
72.13065,-109.1604
72.17216,-109.7651
72.21368,-110.0487
72.25519,-110.0236
72.2967,-109.7431
72.33822,-109.248
72.37973,-108.5435
72.42125,-107.6396
72.46276,-106.5516
72.50427,-105.3216
72.54579,-104.0009
72.5873,-102.6074
72.62882,-101.0996
72.67033,-99.45815
72.71184,-97.73019
72.75336,-95.96497
72.79487,-94.19899
72.83639,-92.36057
72.8779,-90.47322
72.91941,-88.55025
72.96093,-86.60988
73.00244,-84.63111
73.04396,-82.62644
73.08547,-80.60016
73.12698,-78.60488
73.1685,-76.65428
73.21001,-74.75954
73.25153,-72.89377
73.29304,-71.07323
73.33455,-69.25365
73.37607,-67.41996
