B,I
-33.19048,33.03676
-33.14896,33.18165
-33.10745,33.34698
-33.06593,33.56314
-33.02442,33.80259
-32.98291,34.01715
-32.94139,34.1714
-32.89988,34.28222
-32.85836,34.37053
-32.81685,34.42246
-32.77534,34.45521
-32.73382,34.50941
-32.69231,34.57523
-32.65079,34.62293
-32.60928,34.66104
-32.56777,34.70394
-32.52625,34.76053
-32.48474,34.82392
-32.44322,34.88745
-32.40171,34.96635
-32.3602,35.04806
-32.31868,35.11015
-32.27717,35.16469
-32.23565,35.2156
-32.19414,35.2544
-32.15263,35.27828
-32.11111,35.29078
-32.0696,35.29916
-32.02808,35.30499
-31.98657,35.29748
-31.94505,35.26814
-31.90354,35.2409
-31.86203,35.24427
-31.82051,35.28748
-31.779,35.34725
-31.73748,35.40527
-31.69597,35.44966
-31.65446,35.4735
-31.61294,35.46395
-31.57143,35.43542
-31.52991,35.43444
-31.4884,35.48537
-31.44689,35.55091
-31.40537,35.6012
-31.36386,35.64914
-31.32234,35.70996
-31.28083,35.81476
-31.23932,35.97085
-31.1978,36.15826
-31.15629,36.37121
-31.11477,36.63344
-31.07326,36.94553
-31.03175,37.26506
-30.99023,37.52954
-30.94872,37.71445
-30.9072,37.8513
-30.86569,37.96388
-30.82418,38.04986
-30.78266,38.11062
-30.74115,38.16823
-30.69963,38.22324
-30.65812,38.26351
-30.61661,38.3152
-30.57509,38.36888
-30.53358,38.40833
-30.49206,38.4281
-30.45055,38.39994
-30.40904,38.30628
-30.36752,38.17881
-30.32601,38.05855
-30.28449,37.96173
-30.24298,37.89757
-30.20147,37.83197
-30.15995,37.72421
-30.11844,37.56993
-30.07692,37.39698
-30.03541,37.24458
-29.99389,37.13287
-29.95238,37.06484
-29.91087,37.03995
-29.86935,37.05363
-29.82784,37.1147
-29.78632,37.21541
-29.74481,37.3376
-29.7033,37.49834
-29.66178,37.68866
-29.62027,37.89174
-29.57875,38.11741
-29.53724,38.36246
-29.49573,38.5664
-29.45421,38.72003
-29.4127,38.8716
-29.37118,39.02953
-29.32967,39.20219
-29.28816,39.4052
-29.24664,39.61153
-29.20513,39.82104
-29.16361,40.03675
-29.1221,40.24981
-29.08059,40.45354
-29.03907,40.65139
-28.99756,40.89529
-28.95604,41.1767
-28.91453,41.45544
-28.87302,41.73965
-28.8315,42.02061
-28.78999,42.30451
-28.74847,42.56529
-28.70696,42.80774
-28.66545,43.03074
-28.62393,43.23863
-28.58242,43.45883
-28.5409,43.71734
-28.49939,43.98267
-28.45788,44.22335
-28.41636,44.43033
-28.37485,44.61987
-28.33333,44.79605
-28.29182,44.94095
-28.25031,45.05731
-28.20879,45.17907
-28.16728,45.30043
-28.12576,45.36015
-28.08425,45.3638
-28.04274,45.37376
-28.00122,45.41823
-27.95971,45.4345
-27.91819,45.40271
-27.87668,45.36379
-27.83516,45.28378
-27.79365,45.16268
-27.75214,45.06052
-27.71062,45.03552
-27.66911,45.0999
-27.62759,45.20526
-27.58608,45.3095
-27.54457,45.39401
-27.50305,45.46405
-27.46154,45.5443
-27.42002,45.63006
-27.37851,45.71006
-27.337,45.76653
-27.29548,45.76671
-27.25397,45.73868
-27.21245,45.71627
-27.17094,45.72235
-27.12943,45.75147
-27.08791,45.78814
-27.0464,45.80694
-27.00488,45.78931
-26.96337,45.75084
-26.92186,45.71734
-26.88034,45.70699
-26.83883,45.74179
-26.79731,45.81465
-26.7558,45.92343
-26.71429,46.04897
-26.67277,46.16868
-26.63126,46.26617
-26.58974,46.33637
-26.54823,46.40364
-26.50672,46.48935
-26.4652,46.61281
-26.42369,46.80094
-26.38217,47.02971
-26.34066,47.29815
-26.29915,47.6045
-26.25763,47.89306
-26.21612,48.11099
-26.1746,48.24101
-26.13309,48.29404
-26.09158,48.32689
-26.05006,48.36642
-26.00855,48.41924
-25.96703,48.47444
-25.92552,48.50692
-25.884,48.53024
-25.84249,48.57064
-25.80098,48.60702
-25.75946,48.61137
-25.71795,48.6027
-25.67643,48.60724
-25.63492,48.60662
-25.59341,48.57687
-25.55189,48.55356
-25.51038,48.54276
-25.46886,48.52506
-25.42735,48.53229
-25.38584,48.55668
-25.34432,48.57829
-25.30281,48.60646
-25.26129,48.6166
-25.21978,48.57276
-25.17827,48.48493
-25.13675,48.41692
-25.09524,48.37843
-25.05372,48.34344
-25.01221,48.32831
-24.9707,48.35436
-24.92918,48.39345
-24.88767,48.43796
-24.84615,48.50578
-24.80464,48.61003
-24.76313,48.69703
-24.72161,48.76625
-24.6801,48.86261
-24.63858,49.0031
-24.59707,49.16642
-24.55556,49.31211
-24.51404,49.43633
-24.47253,49.57611
-24.43101,49.72755
-24.3895,49.91827
-24.34799,50.16414
-24.30647,50.45229
-24.26496,50.72856
-24.22344,50.95373
-24.18193,51.15363
-24.14042,51.36708
-24.0989,51.59593
-24.05739,51.84691
-24.01587,52.1088
-23.97436,52.38518
-23.93284,52.69788
-23.89133,53.02344
-23.84982,53.31743
-23.8083,53.59836
-23.76679,53.90417
-23.72527,54.22602
-23.68376,54.55368
-23.64225,54.86229
-23.60073,55.16131
-23.55922,55.4527
-23.5177,55.71041
-23.47619,55.91613
-23.43468,56.08639
-23.39316,56.22263
-23.35165,56.31516
-23.31013,56.3572
-23.26862,56.38485
-23.22711,56.45339
-23.18559,56.56063
-23.14408,56.65782
-23.10256,56.71395
-23.06105,56.76604
-23.01954,56.87264
-22.97802,57.01343
-22.93651,57.14389
-22.89499,57.24709
-22.85348,57.34293
-22.81197,57.41913
-22.77045,57.46662
-22.72894,57.50414
-22.68742,57.54587
-22.64591,57.59803
-22.6044,57.63823
-22.56288,57.64208
-22.52137,57.63763
-22.47985,57.63243
-22.43834,57.61857
-22.39683,57.62967
-22.35531,57.68197
-22.3138,57.75818
-22.27228,57.85241
-22.23077,57.958
-22.18926,58.08193
-22.14774,58.24085
-22.10623,58.42018
-22.06471,58.61726
-22.0232,58.79262
-21.98168,58.91224
-21.94017,58.98723
-21.89866,59.05169
-21.85714,59.14406
-21.81563,59.2713
-21.77411,59.40191
-21.7326,59.51405
-21.69109,59.62518
-21.64957,59.75266
-21.60806,59.85706
-21.56654,59.91454
-21.52503,59.97367
-21.48352,60.06673
-21.442,60.21842
-21.40049,60.42158
-21.35897,60.65463
-21.31746,60.90711
-21.27595,61.20857
-21.23443,61.50566
-21.19292,61.77892
-21.1514,62.04963
-21.10989,62.2991
-21.06838,62.50487
-21.02686,62.6734
-20.98535,62.82383
-20.94383,62.97846
-20.90232,63.12814
-20.86081,63.2574
-20.81929,63.35155
-20.77778,63.43445
-20.73626,63.56258
-20.69475,63.73072
-20.65324,63.89235
-20.61172,64.05034
-20.57021,64.16693
-20.52869,64.24026
-20.48718,64.34046
-20.44567,64.48132
-20.40415,64.65098
-20.36264,64.82411
-20.32112,64.97897
-20.27961,65.1508
-20.2381,65.35887
-20.19658,65.56469
-20.15507,65.7712
-20.11355,65.96548
-20.07204,66.12596
-20.03053,66.25664
-19.98901,66.40873
-19.9475,66.60905
-19.90598,66.84364
-19.86447,67.08712
-19.82295,67.3095
-19.78144,67.48153
-19.73993,67.57602
-19.69841,67.58943
-19.6569,67.58655
-19.61538,67.62085
-19.57387,67.66674
-19.53236,67.72497
-19.49084,67.80512
-19.44933,67.91591
-19.40781,68.07658
-19.3663,68.26375
-19.32479,68.44153
-19.28327,68.61772
-19.24176,68.78878
-19.20024,68.96074
-19.15873,69.13138
-19.11722,69.26739
-19.0757,69.39627
-19.03419,69.55757
-18.99267,69.77002
-18.95116,70.01226
-18.90965,70.25361
-18.86813,70.48608
-18.82662,70.66539
-18.7851,70.80464
-18.74359,70.94021
-18.70208,71.06858
-18.66056,71.19843
-18.61905,71.34084
-18.57753,71.50277
-18.53602,71.67425
-18.49451,71.84803
-18.45299,72.03224
-18.41148,72.21263
-18.36996,72.37268
-18.32845,72.52698
-18.28694,72.69099
-18.24542,72.87727
-18.20391,73.1164
-18.16239,73.43179
-18.12088,73.7702
-18.07937,74.08984
-18.03785,74.39296
-17.99634,74.67772
-17.95482,74.93568
-17.91331,75.1751
-17.87179,75.42535
-17.83028,75.69881
-17.78877,75.98615
-17.74725,76.29293
-17.70574,76.61608
-17.66422,76.92673
-17.62271,77.19258
-17.5812,77.42612
-17.53968,77.60647
-17.49817,77.76457
-17.45665,77.91977
-17.41514,78.05456
-17.37363,78.16298
-17.33211,78.24457
-17.2906,78.29672
-17.24908,78.36894
-17.20757,78.4996
-17.16606,78.65664
-17.12454,78.81827
-17.08303,78.99979
-17.04151,79.20379
-17,79.41264
-16.95849,79.61598
-16.91697,79.80283
-16.87546,79.984
-16.83394,80.15642
-16.79243,80.32549
-16.75092,80.49914
-16.7094,80.68328
-16.66789,80.85421
-16.62637,80.99105
-16.58486,81.11377
-16.54335,81.25264
-16.50183,81.39644
-16.46032,81.53954
-16.4188,81.66634
-16.37729,81.77501
-16.33578,81.89983
-16.29426,82.06414
-16.25275,82.23407
-16.21123,82.40068
-16.16972,82.56262
-16.12821,82.73432
-16.08669,82.91796
-16.04518,83.09328
-16.00366,83.26355
-15.96215,83.44251
-15.92063,83.63953
-15.87912,83.86049
-15.83761,84.0874
-15.79609,84.3068
-15.75458,84.51188
-15.71306,84.71652
-15.67155,84.95615
-15.63004,85.25088
-15.58852,85.59382
-15.54701,85.96032
-15.50549,86.32056
-15.46398,86.64587
-15.42247,86.98303
-15.38095,87.3509
-15.33944,87.70852
-15.29792,88.00711
-15.25641,88.27697
-15.2149,88.5144
-15.17338,88.68389
-15.13187,88.79257
-15.09035,88.91675
-15.04884,89.07659
-15.00733,89.25547
-14.96581,89.47035
-14.9243,89.72305
-14.88278,90.00713
-14.84127,90.2697
-14.79976,90.5017
-14.75824,90.75583
-14.71673,91.06846
-14.67521,91.42833
-14.6337,91.81292
-14.59219,92.24484
-14.55067,92.74699
-14.50916,93.2708
-14.46764,93.76701
-14.42613,94.19984
-14.38462,94.59534
-14.3431,94.96393
-14.30159,95.30992
-14.26007,95.63965
-14.21856,95.93884
-14.17705,96.19627
-14.13553,96.4398
-14.09402,96.72268
-14.0525,97.03982
-14.01099,97.33008
-13.96947,97.55752
-13.92796,97.74304
-13.88645,97.90071
-13.84493,98.02575
-13.80342,98.16156
-13.7619,98.33419
-13.72039,98.51704
-13.67888,98.70014
-13.63736,98.9228
-13.59585,99.1984
-13.55433,99.51491
-13.51282,99.86301
-13.47131,100.2157
-13.42979,100.5593
-13.38828,100.8758
-13.34676,101.1678
-13.30525,101.4436
-13.26374,101.7086
-13.22222,101.9499
-13.18071,102.1895
-13.13919,102.4485
-13.09768,102.7134
-13.05617,102.9899
-13.01465,103.2957
-12.97314,103.5887
-12.93162,103.8466
-12.89011,104.0646
-12.8486,104.2301
-12.80708,104.3585
-12.76557,104.5271
-12.72405,104.7634
-12.68254,105.0513
-12.64103,105.3727
-12.59951,105.705
-12.558,106.0493
-12.51648,106.402
-12.47497,106.7338
-12.43346,107.0278
-12.39194,107.3128
-12.35043,107.5921
-12.30891,107.8736
-12.2674,108.1767
-12.22589,108.5451
-12.18437,108.9846
-12.14286,109.4603
-12.10134,109.9123
-12.05983,110.2993
-12.01832,110.5952
-11.9768,110.8659
-11.93529,111.1328
-11.89377,111.3928
-11.85226,111.6497
-11.81074,111.9
-11.76923,112.1244
-11.72772,112.3296
-11.6862,112.5415
-11.64469,112.7049
-11.60317,112.8047
-11.56166,112.9021
-11.52015,113.0131
-11.47863,113.1363
-11.43712,113.2768
-11.3956,113.4364
-11.35409,113.6192
-11.31258,113.8222
-11.27106,114.052
-11.22955,114.299
-11.18803,114.5456
-11.14652,114.7825
-11.10501,115.0264
-11.06349,115.3049
-11.02198,115.6398
-10.98046,116.0046
-10.93895,116.3595
-10.89744,116.6875
-10.85592,117.0124
-10.81441,117.3334
-10.77289,117.6112
-10.73138,117.8412
-10.68987,118.0848
-10.64835,118.4135
-10.60684,118.8129
-10.56532,119.2392
-10.52381,119.7039
-10.4823,120.2024
-10.44078,120.7048
-10.39927,121.1724
-10.35775,121.61
-10.31624,122.0212
-10.27473,122.4151
-10.23321,122.8019
-10.1917,123.1666
-10.15018,123.4909
-10.10867,123.8002
-10.06716,124.1367
-10.02564,124.4878
-9.984127,124.8357
-9.942613,125.1766
-9.901099,125.5314
-9.859585,125.8888
-9.818071,126.2312
-9.776557,126.5367
-9.735043,126.8097
-9.693529,127.0709
-9.652015,127.3199
-9.610501,127.538
-9.568987,127.7543
-9.527473,128.0151
-9.485958,128.3096
-9.444444,128.6352
-9.40293,129.0243
-9.361416,129.4642
-9.319902,129.9246
-9.278388,130.3827
-9.236874,130.8374
-9.19536,131.3273
-9.153846,131.8756
-9.112332,132.4506
-9.070818,133.0143
-9.029304,133.5661
-8.98779,134.1058
-8.946276,134.6076
-8.904762,135.0443
-8.863248,135.4212
-8.821734,135.7579
-8.78022,136.1073
-8.738706,136.5001
-8.697192,136.928
-8.655678,137.3572
-8.614164,137.7619
-8.57265,138.1115
-8.531136,138.4081
-8.489621,138.6693
-8.448107,138.9036
-8.406593,139.1077
-8.365079,139.3232
-8.323565,139.6013
-8.282051,139.9774
-8.240537,140.4051
-8.199023,140.8044
-8.157509,141.1815
-8.115995,141.5972
-8.074481,142.032
-8.032967,142.4242
-7.991453,142.7869
-7.949939,143.1456
-7.908425,143.4839
-7.866911,143.7837
-7.825397,144.0598
-7.783883,144.3318
-7.742369,144.6198
-7.700855,144.8752
-7.659341,145.0592
-7.617827,145.1931
-7.576313,145.2939
-7.534799,145.3553
-7.493284,145.3726
-7.45177,145.3649
-7.410256,145.3478
-7.368742,145.3333
-7.327228,145.326
-7.285714,145.3162
-7.2442,145.3166
-7.202686,145.3418
-7.161172,145.3942
-7.119658,145.4404
-7.078144,145.4525
-7.03663,145.479
-6.995116,145.5693
-6.953602,145.6899
-6.912088,145.7847
-6.870574,145.8549
-6.82906,145.9541
-6.787546,146.0971
-6.746032,146.2466
-6.704518,146.38
-6.663004,146.4936
-6.62149,146.6273
-6.579976,146.7727
-6.538462,146.8891
-6.496947,146.9734
-6.455433,147.0446
-6.413919,147.111
-6.372405,147.1421
-6.330891,147.1116
-6.289377,147.0188
-6.247863,146.8753
-6.206349,146.6978
-6.164835,146.4793
-6.123321,146.2536
-6.081807,146.0561
-6.040293,145.8819
-5.998779,145.7469
-5.957265,145.6431
-5.915751,145.5511
-5.874237,145.4886
-5.832723,145.4679
-5.791209,145.4583
-5.749695,145.4766
-5.708181,145.5375
-5.666667,145.6331
-5.625153,145.7456
-5.583639,145.8584
-5.542125,145.9746
-5.500611,146.0961
-5.459096,146.2131
-5.417582,146.3551
-5.376068,146.5367
-5.334554,146.7496
-5.29304,146.9763
-5.251526,147.2263
-5.210012,147.4943
-5.168498,147.7735
-5.126984,148.0763
-5.08547,148.3865
-5.043956,148.6904
-5.002442,148.9677
-4.960928,149.2317
-4.919414,149.503
-4.8779,149.7885
-4.836386,150.1213
-4.794872,150.5236
-4.753358,150.978
-4.711844,151.438
-4.67033,151.8536
-4.628816,152.2135
-4.587302,152.4993
-4.545788,152.7222
-4.504274,152.8947
-4.462759,153.0457
-4.421245,153.1424
-4.379731,153.1965
-4.338217,153.2051
-4.296703,153.1752
-4.255189,153.111
-4.213675,152.9871
-4.172161,152.8111
-4.130647,152.6421
-4.089133,152.4936
-4.047619,152.3361
-4.006105,152.1867
-3.964591,152.0347
-3.923077,151.8486
-3.881563,151.6371
-3.840049,151.4254
-3.798535,151.2015
-3.757021,150.9577
-3.715507,150.6978
-3.673993,150.4171
-3.632479,150.1299
-3.590965,149.8262
-3.549451,149.4954
-3.507937,149.1439
-3.466422,148.7482
-3.424908,148.3001
-3.383394,147.8513
-3.34188,147.4354
-3.300366,147.0259
-3.258852,146.5704
-3.217338,146.043
-3.175824,145.4381
-3.13431,144.7834
-3.092796,144.0821
-3.051282,143.3129
-3.009768,142.4199
-2.968254,141.4183
-2.92674,140.3144
-2.885226,139.1237
-2.843712,137.846
-2.802198,136.4903
-2.760684,135.1
-2.71917,133.6706
-2.677656,132.2092
-2.636142,130.6988
-2.594628,129.1194
-2.553114,127.48
-2.5116,125.7806
-2.470085,123.9507
-2.428571,122.0162
-2.387057,119.9517
-2.345543,117.7669
-2.304029,115.4531
-2.262515,113.0721
-2.221001,110.6139
-2.179487,108.0689
-2.137973,105.4236
-2.096459,102.723
-2.054945,99.96358
-2.013431,97.1624
-1.971917,94.30452
-1.930403,91.36289
-1.888889,88.32969
-1.847375,85.25138
-1.805861,82.13457
-1.764347,79.02007
-1.722833,75.90943
-1.681319,72.79343
-1.639805,69.62793
-1.598291,66.39624
-1.556777,63.11647
-1.515263,59.77792
-1.473748,56.43892
-1.432234,53.12102
-1.39072,49.86607
-1.349206,46.61581
-1.307692,43.40259
-1.266178,40.2472
-1.224664,37.17446
-1.18315,34.16995
-1.141636,31.21745
-1.100122,28.28597
-1.058608,25.41439
-1.017094,22.55725
-0.97558,19.69172
-0.9340659,16.80384
-0.8925519,13.95239
-0.8510379,11.13228
-0.8095238,8.35848
-0.7680098,5.552383
-0.7264957,2.767274
-0.6849817,-0.03410237
-0.6434676,-2.805564
-0.6019536,-5.601441
-0.5604396,-8.382819
-0.5189255,-11.13609
-0.4774115,-13.83382
-0.4358974,-16.48528
-0.3943834,-19.08936
-0.3528694,-21.65348
-0.3113553,-24.20401
-0.2698413,-26.7445
-0.2283272,-29.29683
-0.1868132,-31.84248
-0.1452991,-34.39924
-0.1037851,-36.9889
-0.06227106,-39.63559
-0.02075702,-42.37448
0.02075702,-45.24406
0.06227106,-48.19394
0.1037851,-51.22638
0.1452991,-54.30934
0.1868132,-57.49237
0.2283272,-60.70094
0.2698413,-63.95288
0.3113553,-67.25508
0.3528694,-70.63107
0.3943834,-74.02425
0.4358974,-77.46463
0.4774115,-80.96074
0.5189255,-84.50837
0.5604396,-88.04815
0.6019536,-91.55935
0.6434676,-94.996
0.6849817,-98.35253
0.7264957,-101.6344
0.7680098,-104.8183
0.8095238,-107.9158
0.8510379,-110.9051
0.8925519,-113.8289
0.9340659,-116.6697
0.97558,-119.4603
1.017094,-122.1259
1.058608,-124.7008
1.100122,-127.1813
1.141636,-129.5973
1.18315,-131.9269
1.224664,-134.1859
1.266178,-136.3577
1.307692,-138.4551
1.349206,-140.4305
1.39072,-142.2818
1.432234,-143.9986
1.473748,-145.5942
1.515263,-147.0888
1.556777,-148.5201
1.598291,-149.8396
1.639805,-151.0378
1.681319,-152.159
1.722833,-153.2391
1.764347,-154.2437
1.805861,-155.1369
1.847375,-155.9421
1.888889,-156.7086
1.930403,-157.458
1.971917,-158.191
2.013431,-158.8946
2.054945,-159.5614
2.096459,-160.1911
2.137973,-160.7884
2.179487,-161.3678
2.221001,-161.9022
2.262515,-162.3914
2.304029,-162.8421
2.345543,-163.2644
2.387057,-163.6646
2.428571,-164.0443
2.470085,-164.371
2.5116,-164.6559
2.553114,-164.91
2.594628,-165.1094
2.636142,-165.2465
2.677656,-165.3781
2.71917,-165.5187
2.760684,-165.6208
2.802198,-165.6639
2.843712,-165.6592
2.885226,-165.6148
2.92674,-165.5269
2.968254,-165.4183
3.009768,-165.2947
3.051282,-165.1451
3.092796,-164.9669
3.13431,-164.7846
3.175824,-164.5926
3.217338,-164.3819
3.258852,-164.1585
3.300366,-163.9414
3.34188,-163.7391
3.383394,-163.5371
3.424908,-163.3166
3.466422,-163.0629
3.507937,-162.7698
3.549451,-162.464
3.590965,-162.1773
3.632479,-161.8852
3.673993,-161.5789
3.715507,-161.2581
3.757021,-160.9444
3.798535,-160.6419
3.840049,-160.3724
3.881563,-160.1747
3.923077,-160.0486
3.964591,-159.921
4.006105,-159.7763
4.047619,-159.6463
4.089133,-159.5281
4.130647,-159.4318
4.172161,-159.375
4.213675,-159.3601
4.255189,-159.3867
4.296703,-159.4244
4.338217,-159.4747
4.379731,-159.5445
4.421245,-159.6087
4.462759,-159.6548
4.504274,-159.6804
4.545788,-159.7004
4.587302,-159.736
4.628816,-159.7824
4.67033,-159.8096
4.711844,-159.7866
4.753358,-159.7096
4.794872,-159.5931
4.836386,-159.4346
4.8779,-159.27
4.919414,-159.1124
4.960928,-158.977
5.002442,-158.8935
5.043956,-158.8598
5.08547,-158.8396
5.126984,-158.8192
5.168498,-158.8084
5.210012,-158.7641
5.251526,-158.6787
5.29304,-158.566
5.334554,-158.4433
5.376068,-158.3065
5.417582,-158.1339
5.459096,-157.9514
5.500611,-157.7763
5.542125,-157.6172
5.583639,-157.4747
5.625153,-157.3421
5.666667,-157.1949
5.708181,-157.0114
5.749695,-156.8212
5.791209,-156.6553
5.832723,-156.5005
5.874237,-156.336
5.915751,-156.1502
5.957265,-155.9678
5.998779,-155.8061
6.040293,-155.6888
6.081807,-155.6285
6.123321,-155.5742
6.164835,-155.4721
6.206349,-155.3521
6.247863,-155.2316
6.289377,-155.0955
6.330891,-154.9263
6.372405,-154.7373
6.413919,-154.5562
6.455433,-154.3953
6.496947,-154.261
6.538462,-154.1164
6.579976,-153.9422
6.62149,-153.7418
6.663004,-153.5027
6.704518,-153.2327
6.746032,-152.9257
6.787546,-152.5669
6.82906,-152.1422
6.870574,-151.6667
6.912088,-151.1702
6.953602,-150.691
6.995116,-150.242
7.03663,-149.7896
7.078144,-149.3325
7.119658,-148.8965
7.161172,-148.4654
7.202686,-148.0394
7.2442,-147.6381
7.285714,-147.2151
7.327228,-146.7643
7.368742,-146.3051
7.410256,-145.824
7.45177,-145.3386
7.493284,-144.8748
7.534799,-144.4347
7.576313,-144.022
7.617827,-143.6073
7.659341,-143.1717
7.700855,-142.6746
7.742369,-142.1451
7.783883,-141.6443
7.825397,-141.1612
7.866911,-140.6891
7.908425,-140.244
7.949939,-139.7826
7.991453,-139.2823
8.032967,-138.7747
8.074481,-138.2859
8.115995,-137.79
8.157509,-137.3008
8.199023,-136.8407
8.240537,-136.4603
8.282051,-136.1857
8.323565,-135.9934
8.365079,-135.8304
8.406593,-135.6353
8.448107,-135.3861
8.489621,-135.0824
8.531136,-134.717
8.57265,-134.3388
8.614164,-133.9902
8.655678,-133.6594
8.697192,-133.3474
8.738706,-133.0574
8.78022,-132.7921
8.821734,-132.5496
8.863248,-132.3359
8.904762,-132.1375
8.946276,-131.9075
8.98779,-131.6184
9.029304,-131.3046
9.070818,-130.9889
9.112332,-130.6559
9.153846,-130.3096
9.19536,-129.9991
9.236874,-129.737
9.278388,-129.494
9.319902,-129.2404
9.361416,-128.9839
9.40293,-128.7369
9.444444,-128.4908
9.485958,-128.2468
9.527473,-127.9947
9.568987,-127.7361
9.610501,-127.5167
9.652015,-127.3334
9.693529,-127.1857
9.735043,-127.0847
9.776557,-127.0018
9.818071,-126.9075
9.859585,-126.8002
9.901099,-126.6701
9.942613,-126.5263
9.984127,-126.393
10.02564,-126.255
10.06716,-126.0557
10.10867,-125.7638
10.15018,-125.4352
10.1917,-125.081
10.23321,-124.7073
10.27473,-124.328
10.31624,-123.953
10.35775,-123.593
10.39927,-123.2768
10.44078,-122.9912
10.4823,-122.6984
10.52381,-122.385
10.56532,-122.1118
10.60684,-121.8847
10.64835,-121.6323
10.68987,-121.3221
10.73138,-120.9823
10.77289,-120.6572
10.81441,-120.3476
10.85592,-120.031
10.89744,-119.7142
10.93895,-119.392
10.98046,-119.0466
11.02198,-118.7068
11.06349,-118.3787
11.10501,-118.0478
11.14652,-117.7223
11.18803,-117.4094
11.22955,-117.0906
11.27106,-116.7732
11.31258,-116.4636
11.35409,-116.1879
11.3956,-115.9652
11.43712,-115.8137
11.47863,-115.6849
11.52015,-115.5555
11.56166,-115.4293
11.60317,-115.2996
11.64469,-115.1466
11.6862,-114.9403
11.72772,-114.6696
11.76923,-114.3781
11.81074,-114.0233
11.85226,-113.6255
11.89377,-113.2593
11.93529,-112.9407
11.9768,-112.6432
12.01832,-112.3302
12.05983,-112.0277
12.10134,-111.7444
12.14286,-111.4794
12.18437,-111.247
12.22589,-111.0605
12.2674,-110.9339
12.30891,-110.8472
12.35043,-110.7639
12.39194,-110.6579
12.43346,-110.5341
12.47497,-110.3798
12.51648,-110.1622
12.558,-109.8862
12.59951,-109.56
12.64103,-109.1937
12.68254,-108.8046
12.72405,-108.4233
12.76557,-108.0771
12.80708,-107.7786
12.8486,-107.4789
12.89011,-107.1667
12.93162,-106.8745
12.97314,-106.6046
13.01465,-106.3593
13.05617,-106.1493
13.09768,-105.9438
13.13919,-105.7006
13.18071,-105.4051
13.22222,-105.0533
13.26374,-104.6422
13.30525,-104.2106
13.34676,-103.7849
13.38828,-103.3478
13.42979,-102.9016
13.47131,-102.4502
13.51282,-102.0139
13.55433,-101.6252
13.59585,-101.2793
13.63736,-100.9505
13.67888,-100.6432
13.72039,-100.361
13.7619,-100.1207
13.80342,-99.90549
13.84493,-99.71328
13.88645,-99.53885
13.92796,-99.38006
13.96947,-99.2268
14.01099,-99.07304
14.0525,-98.91936
14.09402,-98.77316
14.13553,-98.60007
14.17705,-98.3775
14.21856,-98.11215
14.26007,-97.81976
14.30159,-97.53093
14.3431,-97.27979
14.38462,-97.06854
14.42613,-96.83447
14.46764,-96.57421
14.50916,-96.34622
14.55067,-96.13502
14.59219,-95.88042
14.6337,-95.55247
14.67521,-95.17981
14.71673,-94.803
14.75824,-94.4315
14.79976,-94.06222
14.84127,-93.68801
14.88278,-93.30638
14.9243,-92.9106
14.96581,-92.55726
15.00733,-92.26916
15.04884,-92.01476
15.09035,-91.7846
15.13187,-91.59034
15.17338,-91.42689
15.2149,-91.30529
15.25641,-91.2176
15.29792,-91.12869
15.33944,-91.02802
15.38095,-90.93695
15.42247,-90.8479
15.46398,-90.77548
15.50549,-90.72679
15.54701,-90.67636
15.58852,-90.57521
15.63004,-90.44416
15.67155,-90.32311
15.71306,-90.23065
15.75458,-90.17544
15.79609,-90.12698
15.83761,-90.05885
15.87912,-89.97137
15.92063,-89.86423
15.96215,-89.74153
16.00366,-89.6084
16.04518,-89.46012
16.08669,-89.30701
16.12821,-89.16093
16.16972,-89.04334
16.21123,-88.93775
16.25275,-88.79153
16.29426,-88.5961
16.33578,-88.36472
16.37729,-88.10016
16.4188,-87.7949
16.46032,-87.43326
16.50183,-87.02589
16.54335,-86.64709
16.58486,-86.28771
16.62637,-85.90739
16.66789,-85.48907
16.7094,-85.0515
16.75092,-84.63148
16.79243,-84.2495
16.83394,-83.90626
16.87546,-83.56847
16.91697,-83.22568
16.95849,-82.9302
17,-82.67023
17.04151,-82.40808
17.08303,-82.12892
17.12454,-81.85774
17.16606,-81.6041
17.20757,-81.38561
17.24908,-81.2119
17.2906,-81.08517
17.33211,-80.98252
17.37363,-80.88788
17.41514,-80.85195
17.45665,-80.85514
17.49817,-80.8436
17.53968,-80.80612
17.5812,-80.75515
17.62271,-80.72396
17.66422,-80.70643
17.70574,-80.67501
17.74725,-80.64486
17.78877,-80.63004
17.83028,-80.61019
17.87179,-80.56589
17.91331,-80.5202
17.95482,-80.48428
17.99634,-80.44878
18.03785,-80.40921
18.07937,-80.33982
18.12088,-80.23395
18.16239,-80.15587
18.20391,-80.11635
18.24542,-80.06472
18.28694,-79.97604
18.32845,-79.85997
18.36996,-79.72137
18.41148,-79.57648
18.45299,-79.44175
18.49451,-79.32635
18.53602,-79.21612
18.57753,-79.09464
18.61905,-78.97293
18.66056,-78.87537
18.70208,-78.80973
18.74359,-78.72868
18.7851,-78.64893
18.82662,-78.58816
18.86813,-78.49977
18.90965,-78.35669
18.95116,-78.20983
18.99267,-78.09692
19.03419,-77.98758
19.0757,-77.84142
19.11722,-77.65826
19.15873,-77.44737
19.20024,-77.21548
19.24176,-76.98668
19.28327,-76.7639
19.32479,-76.50506
19.3663,-76.21262
19.40781,-75.86338
19.44933,-75.45245
19.49084,-75.01726
19.53236,-74.58426
19.57387,-74.16563
19.61538,-73.78369
